Serial No.,College Name,Course,Fees,Eligibility,Application Date
766,KCC Institute of Technology and Management - [KCCITM],"M.Tech
3 Courses","80,000 (1st Year Fees)",Graduation with 60%,-
767,Lakhmi Chand Institute of Technology - [LCIT],"B.Tech
5 Courses","32,000 - 68,000 (1st Year Fees)",10+2 with 45% + CGPET/JEE,no data found
767,Lakhmi Chand Institute of Technology - [LCIT],"MBA
1 Course","60,100 (1st Year Fees)",Graduation with 50%,no data found
768,Lendi Institute of Engineering and Technology,"B.Tech
7 Courses","43,000 (1st Year Fees)",10+2 with 50% + AP EAMCET,11 Mar - 25 Jul 2024
768,Lendi Institute of Engineering and Technology,"M.Tech
4 Courses","66,000 (1st Year Fees)",Pass in Graduation + GATE,23 Mar - 12 May 2024
769,M.A.M College of Engineering - [MAMCE],"B.Tech
3 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
769,M.A.M College of Engineering - [MAMCE],"BE
8 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
769,M.A.M College of Engineering - [MAMCE],"ME
4 Courses","60,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
769,M.A.M College of Engineering - [MAMCE],"MBA
1 Course","41,000 (Total Fees)",Graduation,10 June - 04 Jul 2024
769,M.A.M College of Engineering - [MAMCE],"M.Tech
1 Course","60,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
770,Marri Laxman Reddy Institute of Technology & Management - [MLRITM],"B.Tech
10 Courses",1 Lakh (1st Year Fees),10+2 with 60%,3 Mar - 02 May 2024
770,Marri Laxman Reddy Institute of Technology & Management - [MLRITM],"MBA
1 Course","32,000 (1st Year Fees)",Graduation + ICET,7 Mar - 30 Apr 2024
770,Marri Laxman Reddy Institute of Technology & Management - [MLRITM],"M.Tech
4 Courses","67,500 (1st Year Fees)",Graduation + ICET,-
770,Marri Laxman Reddy Institute of Technology & Management - [MLRITM],"B.Tech {Lateral}
9 Courses",1 Lakh (1st Year Fees),10+3 with 75% + JEE Main,-
771,Maharaja Institute of Technology - [MIT],"BE
12 Courses",1 Lakh - 1.35 Lakhs (1st Year Fees),10+2 with 50%+COMEDK,24 May - 17 Jun 2024
771,Maharaja Institute of Technology - [MIT],"MBA
1 Course",1.28 Lakhs (Total Fees),Graduation with 55%+CMAT,27 May - 17 Jun 2024
771,Maharaja Institute of Technology - [MIT],"M.Tech
3 Courses",1.51 Lakhs (Total Fees),Graduation with 55%+GATE,27 May - 17 Jun 2024
771,Maharaja Institute of Technology - [MIT],MCA,1.28 Lakhs (Total Fees),Graduation with 55%+CUET,27 May - 17 Jun 2024
772,Maharana Pratap Engineering College - [MPEC],"B.Tech
10 Courses",2.45 Lakhs (Total Fees),10+2 with 45% + UPTAC,11 June - 30 Jul 2024
772,Maharana Pratap Engineering College - [MPEC],"B.Tech {Lateral}
8 Courses",1.84 Lakhs (Total Fees),10+3 with 45% + UPTAC,-
772,Maharana Pratap Engineering College - [MPEC],"Polytechnic
1 Course",1.01 Lakhs (Total Fees),-,-
772,Maharana Pratap Engineering College - [MPEC],"MBA
1 Course",1.33 Lakhs (Total Fees),Graduation,19 June - 10 Jul 2024
772,Maharana Pratap Engineering College - [MPEC],"B.Tech {Hons.} + MBA
1 Course",2.45 Lakhs (Total Fees),10+2 with 45% + UPTAC,11 June - 30 Jul 2024
773,Malla Reddy College of Engineering and Technology- [MRCET],"B.Tech
9 Courses",1.13 Lakhs (1st Year Fees),10+2 + TS EAMCET,3 Mar - 02 May 2024
773,Malla Reddy College of Engineering and Technology- [MRCET],"M.Tech
5 Courses","67,500 (1st Year Fees)",Pass in Graduation + GATE,-
773,Malla Reddy College of Engineering and Technology- [MRCET],"MBA
1 Course","62,000 (1st Year Fees)",Graduation with 50% + TSICET,7 Mar - 30 Apr 2024
773,Malla Reddy College of Engineering and Technology- [MRCET],"B.Tech {Lateral}
11 Courses",1.1 Lakhs (1st Year Fees),10+2 with 45% + TSECET,-
774,Malla Reddy Institute of Technology - [MRIT],"B.Tech
5 Courses","68,000 (1st Year Fees)",10+2 with 45% + TS EAMCET,3 Mar - 02 May 2024
774,Malla Reddy Institute of Technology - [MRIT],"M.Tech
4 Courses",1.14 Lakhs (Total Fees),Graduation with 50% + TS PGECET,-
774,Malla Reddy Institute of Technology - [MRIT],"B.Tech {Lateral}
1 Course","65,000 (1st Year Fees)",10+2 with 45% + TSECET,-
775,Mallabhum Institute of Technology - [MIT],"B.Tech
5 Courses","86,500 - 88,750 (1st Year Fees)",10+2 with 45% + JEE Main,28 Dec - 27 Jan 2024
775,Mallabhum Institute of Technology - [MIT],"B.Tech {Lateral}
5 Courses","88,750 (1st Year Fees)",10+3 with 45% + WBJEE,-
776,Malwa Institute of Science and Technology - [MIST],"B.Tech
5 Courses","55,000 - 75,000 (1st Year Fees)",10+2,13 June - 18 Aug 2024
776,Malwa Institute of Science and Technology - [MIST],"Polytechnic
3 Courses","38,500 (1st Year Fees)",10th,-
776,Malwa Institute of Science and Technology - [MIST],"Diploma
2 Courses","45,000 (1st Year Fees)",10+2,-
776,Malwa Institute of Science and Technology - [MIST],"MBA
5 Courses","45,000 (1st Year Fees)",Graduation,-
776,Malwa Institute of Science and Technology - [MIST],"M.Tech
3 Courses","45,000 - 65,000 (1st Year Fees)",Graduation,5 July - 15 Sept 2024
777,Mewat Engineering College - [MECW],"B.Tech
5 Courses",1.38 Lakhs (Total Fees),10+2 with 45% + JEE Main,29 May - 07 Aug 2024
777,Mewat Engineering College - [MECW],"B.Tech {Lateral}
4 Courses",1.04 Lakhs (Total Fees),10+3 with 75% + JEE Main,-
777,Mewat Engineering College - [MECW],"B.Voc
2 Courses","11,500 (1st Year Fees)",12th with PCM,-
777,Mewat Engineering College - [MECW],"Diploma
1 Course","9,500 (1st Year Fees)",10+2,-
777,Mewat Engineering College - [MECW],"D.Voc
1 Course","9,500 (1st Year Fees)",10+2,-
778,Nagpur Institute of Technology - [NIT],"BE
5 Courses",1.02 Lakhs (1st Year Fees),10+2,16 Jan - 28 Jul 2024
779,P.B. College of Engineering - [PBCE],"BE
8 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
779,P.B. College of Engineering - [PBCE],"B.Tech
2 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
779,P.B. College of Engineering - [PBCE],"BE {Lateral}
7 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
779,P.B. College of Engineering - [PBCE],"B.Tech {Lateral}
1 Course",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
780,Progressive Education Society's Modern College of Engineering - [MCOE],"B.Tech
8 Courses","90,000 (1st Year Fees)",10+2 with JEE Main,16 Jan - 28 Jul 2024
780,Progressive Education Society's Modern College of Engineering - [MCOE],"MBA
1 Course","76,000 (1st Year Fees)",Graduation + MAH MBA CET,11 Jan - 27 Jul 2024
780,Progressive Education Society's Modern College of Engineering - [MCOE],"B.Tech {Lateral}
8 Courses","90,000 (1st Year Fees)",10+ 3 with JEE Main,-
780,Progressive Education Society's Modern College of Engineering - [MCOE],"ME
4 Courses","33,000 (1st Year Fees)",Pass in Graduation + GATE,9 July - 29 Jul 2024
780,Progressive Education Society's Modern College of Engineering - [MCOE],MCA,"79,000 (1st Year Fees)",Graduation + MAH MCA CET,6 July - 14 Jul 2024
781,Raghu Institute of Technology - [RIT],"B.Tech
8 Courses","61,000 (1st Year Fees)",10+2 with 45% + AP EAMCET,-
781,Raghu Institute of Technology - [RIT],"M.Tech
3 Courses","43,000 (1st Year Fees)",Graduation,23 Mar - 12 May 2024
782,Rajiv Gandhi College of Engineering and Technology,"B.Tech
4 Courses","32,000 (1st Year Fees)",10+2,8 May - 22 May 2024
782,Rajiv Gandhi College of Engineering and Technology,"MBA
1 Course","84,350 (Total Fees)",Graduation,-
782,Rajiv Gandhi College of Engineering and Technology,"M.Tech
2 Courses","31,850 (Total Fees)",Graduation,-
783,Reva Institute of Technology and Management - [RITM],"B.Tech
7 Courses",1.28 Lakhs - 4.17 Lakhs (Total Fees),10+2 with 45% + REVA EET,-
783,Reva Institute of Technology and Management - [RITM],"M.Tech
16 Courses",1.51 Lakhs (Total Fees),Graduation with 50% + Karnataka PGCET,27 May - 17 Jun 2024
783,Reva Institute of Technology and Management - [RITM],"MBA
1 Course",1.28 Lakhs (Total Fees),Graduation with 50% + MAT,-
783,Reva Institute of Technology and Management - [RITM],MCA,1.28 Lakhs (Total Fees),Graduation,-
784,SKP Engineering College,"BE
7 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
784,SKP Engineering College,"MBA
1 Course","41,000 (Total Fees)",Graduation with 50% + CAT,10 Jan - 15 Feb 2024
784,SKP Engineering College,"B.Tech
1 Course",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
784,SKP Engineering College,"ME
7 Courses","60,000 (Total Fees)",Graduation with 50% + GATE,15 Apr - 14 May 2024
785,"Scient Institute of Technology, Ibrahimpatnam","B.Tech
4 Courses","79,000 (1st Year Fees)",10+2 with 45%,3 Mar - 02 May 2024
785,"Scient Institute of Technology, Ibrahimpatnam","M.Pharm
3 Courses",1.1 Lakhs (1st Year Fees),Graduation,-
785,"Scient Institute of Technology, Ibrahimpatnam","MBA
1 Course","47,000 (1st Year Fees)",Graduation + TSICET,7 Mar - 30 Apr 2024
785,"Scient Institute of Technology, Ibrahimpatnam","B.Tech {Lateral}
4 Courses","76,000 (1st Year Fees)",Diploma,-
785,"Scient Institute of Technology, Ibrahimpatnam","M.Tech
1 Course","57,000 (1st Year Fees)",Graduation,-
786,Shree Swami Atmanand Saraswati Institute of Technology - [SSASIT],"B.Tech
8 Courses","80,300 (1st Year Fees)",10+2 with 45% + GUJCET,1 Apr - 03 Jul 2024
786,Shree Swami Atmanand Saraswati Institute of Technology - [SSASIT],"Diploma
2 Courses","25,000 (Total Fees)",10th Pass,-
787,St Xaviers Catholic College of Engineering - [SXCCE],"BE
5 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
787,St Xaviers Catholic College of Engineering - [SXCCE],"B.Tech
2 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
787,St Xaviers Catholic College of Engineering - [SXCCE],"ME
10 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
787,St Xaviers Catholic College of Engineering - [SXCCE],"B.Tech {Lateral}
2 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
787,St Xaviers Catholic College of Engineering - [SXCCE],"MBA
1 Course","41,000 (Total Fees)",Graduation with 50% + TANCET,10 June - 04 Jul 2024
788,Surya Engineering College,"BE
7 Courses","50,000 (1st Year Fees)",10+2 with 50% + TNEA,6 May - 11 Jun 2024
788,Surya Engineering College,"B.Tech
2 Courses","50,000 (1st Year Fees)",10+2 with 50% + TNEA,6 May - 11 Jun 2024
788,Surya Engineering College,"MBA
3 Courses","35,000 (1st Year Fees)",Graduation with 50% + TANCET,10 June - 04 Jul 2024
788,Surya Engineering College,"ME
2 Courses","50,000 (1st Year Fees)",Graduation with 50% + GATE,15 Apr - 14 May 2024
789,T John Institute of Technology - [TJIT],"BE
9 Courses",2.25 Lakhs - 5.25 Lakhs (1st Year Fees),10+2,24 May - 17 Jun 2024
789,T John Institute of Technology - [TJIT],"Ph.D
6 Courses","30,000 (1st Year Fees)",Post Graduation,-
789,T John Institute of Technology - [TJIT],MCA,"90,000 (1st Year Fees)",Graduation with 50%,-
790,Technocrats Institute of Technology - [TIT],"B.Tech
9 Courses",1 Lakh - 1.08 Lakhs (1st Year Fees),10+2,13 June - 18 Aug 2024
790,Technocrats Institute of Technology - [TIT],"M.Tech
6 Courses","62,000 (1st Year Fees)",Pass in Graduation + GATE,5 July - 15 Sept 2024
790,Technocrats Institute of Technology - [TIT],"M.Pharm
1 Course","62,000 (1st Year Fees)",Graduation,-
790,Technocrats Institute of Technology - [TIT],B.Pharm,"74,000 (1st Year Fees)",10+2,-
790,Technocrats Institute of Technology - [TIT],MCA,"48,500 (1st Year Fees)",Graduation,30 June - 15 Sept 2024
791,Teegala Krishna Reddy Engineering College,"B.Tech
7 Courses","83,000 (1st Year Fees)",10+2 with 45% + TS EAMCET,3 Mar - 02 May 2024
791,Teegala Krishna Reddy Engineering College,"Polytechnic
5 Courses","15,500 (1st Year Fees)",Pass in 10th + TS POLYCET,16 Jan - 26 Apr 2024
791,Teegala Krishna Reddy Engineering College,"MBA
4 Courses","50,000 (1st Year Fees)",Graduation with 50% + TSICET,7 Mar - 30 Apr 2024
791,Teegala Krishna Reddy Engineering College,"M.Tech
4 Courses","64,500 (1st Year Fees)",Graduation with50% + TS PGECET,-
791,Teegala Krishna Reddy Engineering College,"B.Tech {Lateral}
6 Courses","80,000 (1st Year Fees)",10+2 with 45% + TSECET,-
792,Toc H Institute of Science and Technology - [TIST],"B.Tech
9 Courses",5.02 Lakhs (Total Fees),10+2,17 Mar - 31 Jul 2024
792,Toc H Institute of Science and Technology - [TIST],"MBA
7 Courses","94,000 (1st Year Fees)",Graduation,-
792,Toc H Institute of Science and Technology - [TIST],"M.Tech
5 Courses","40,000 - 60,000 (1st Year Fees)",Graduation,-
792,Toc H Institute of Science and Technology - [TIST],"B.Tech {Lateral}
8 Courses",4.02 Lakhs (Total Fees),10+3,-
792,Toc H Institute of Science and Technology - [TIST],"B.Tech {Hons.}
8 Courses",5.02 Lakhs (Total Fees),10+2,17 Mar - 31 Jul 2024
793,Walchand Institute of Technology - [WIT],"B.Tech
8 Courses",1.27 Lakhs (1st Year Fees),10+2,16 Jan - 28 Jul 2024
793,Walchand Institute of Technology - [WIT],"ME
4 Courses","93,000 (1st Year Fees)",Pass in Graduation,9 July - 29 Jul 2024
794,Truba College of Science and Technology - [TCST],"B.Tech
4 Courses","60,000 (1st Year Fees)",10+2 with 75% + JEE Main,no data found
794,Truba College of Science and Technology - [TCST],"M.Tech
2 Courses","62,000 (1st Year Fees)",Pass in Graduation + GATE,no data found
795,Jain College of Engineering - [JCE],"BE
6 Courses",1.1 Lakhs - 7.64 Lakhs (1st Year Fees),10+2,24 May - 17 Jun 2024
795,Jain College of Engineering - [JCE],"BE {Lateral}
5 Courses",1.2 Lakhs (1st Year Fees),10+3,-
795,Jain College of Engineering - [JCE],"M.Tech
2 Courses","93,470 - 1.51 Lakhs (Total Fees)",Graduation,27 May - 17 Jun 2024
795,Jain College of Engineering - [JCE],"MBA
1 Course",1.7 Lakhs (1st Year Fees),Graduation,27 May - 17 Jun 2024
795,Jain College of Engineering - [JCE],MCA,1.2 Lakhs (1st Year Fees),Graduation,27 May - 17 Jun 2024
796,M.A.M. College of Engineering and Technology - [MAMCET],"BE
6 Courses","50,000 (1st Year Fees)",10+2,6 May - 11 Jun 2024
796,M.A.M. College of Engineering and Technology - [MAMCET],"ME
3 Courses","50,000 (1st Year Fees)",Graduation,15 Apr - 14 May 2024
796,M.A.M. College of Engineering and Technology - [MAMCET],"MBA
1 Course","35,000 (1st Year Fees)",Graduation,10 June - 04 Jul 2024
797,Velammal College of Engineering and Technology - [VCET],"BE
5 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
797,Velammal College of Engineering and Technology - [VCET],"B.Tech
2 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
797,Velammal College of Engineering and Technology - [VCET],"MBA
1 Course","41,000 (Total Fees)",Graduation,10 Jan - 15 Feb 2024
797,Velammal College of Engineering and Technology - [VCET],"ME
4 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
798,Vignan Institute of Technology And Management,"B.Tech
6 Courses","58,000 (1st Year Fees)",10+2 with 75% + JEE Main,6 July - 20 Aug 2024
798,Vignan Institute of Technology And Management,"MBA
5 Courses",1 Lakh (Total Fees),Graduation with 50% + CAT,-
798,Vignan Institute of Technology And Management,"B.Tech {Lateral}
6 Courses","58,000 (1st Year Fees)",10+3 with 75% + JEE Main,-
799,Mangalmay Institute of Engineering and Technology - [MIET],"B.Tech
3 Courses",1.2 Lakhs (1st Year Fees),10+2 with 60%+UPTAC,11 June - 30 Jul 2024
799,Mangalmay Institute of Engineering and Technology - [MIET],"B.Tech {Lateral}
3 Courses",1.2 Lakhs (1st Year Fees),10+3+UPTAC,-
800,Jansons Institute of Technology - [JIT],"BE
6 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
800,Jansons Institute of Technology - [JIT],"B.Tech
2 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
801,United Institute of Technology - [UIT],"BE
9 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
801,United Institute of Technology - [UIT],"B.Tech
1 Course",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
801,United Institute of Technology - [UIT],"ME
2 Courses","60,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
802,Vidya Academy of Science and Technology - [VAST],"B.Tech
7 Courses",5.02 Lakhs (Total Fees),10+2 with 50% + KEAM,17 Mar - 31 Jul 2024
802,Vidya Academy of Science and Technology - [VAST],"B.Tech {Lateral}
6 Courses",4.02 Lakhs (Total Fees),10+3 with 50% + KEAM,-
802,Vidya Academy of Science and Technology - [VAST],"M.Tech
4 Courses",1.27 Lakhs (1st Year Fees),Pass in Graduation + GATE,-
802,Vidya Academy of Science and Technology - [VAST],MCA,"66,431 (1st Year Fees)",Graduation 50% + Kerala MCA,-
802,Vidya Academy of Science and Technology - [VAST],M.C.A {Lateral},"66,431 (1st Year Fees)",Graduation with 50% + Kerala MCA,-
803,Viswajyothi College of Engineering and Technology - [VJCET],"B.Tech
8 Courses",2.01 Lakhs (1st Year Fees),10+2 with 50% + KEAM,17 Mar - 31 Jul 2024
803,Viswajyothi College of Engineering and Technology - [VJCET],"M.Tech
3 Courses","50,000 (1st Year Fees)",Pass in Graduation + GATE,-
803,Viswajyothi College of Engineering and Technology - [VJCET],"MBA
1 Course",1.58 Lakhs (1st Year Fees),Graduation with 50% + CMAT,-
804,ICFAI Foundation for Higher Education - [IFHE],"B.Tech
9 Courses",2.8 Lakhs (1st Year Fees),10+2 with 60%,-
804,ICFAI Foundation for Higher Education - [IFHE],"MBA
5 Courses",16.02 Lakhs (Total Fees),Graduation with 50%,10 Feb 2024
804,ICFAI Foundation for Higher Education - [IFHE],"BCA
1 Course",1 Lakh (1st Year Fees),10+2 with 50%,-
804,ICFAI Foundation for Higher Education - [IFHE],"B.Sc
4 Courses",1 Lakh - 1.1 Lakhs (1st Year Fees),10+2 with 50%,-
804,ICFAI Foundation for Higher Education - [IFHE],"BBA
1 Course",2.8 Lakhs (1st Year Fees),10+2 with 50%,-
805,ICFAI University,"B.Sc
6 Courses","30,000 (1st Year Fees)",10+2 with 40%,26 July 2024
805,ICFAI University,"B.Tech
4 Courses",1 Lakh (1st Year Fees),10+2 with 45%,26 July 2024
805,ICFAI University,"MBA
6 Courses",1.3 Lakhs (1st Year Fees),Graduation with 45%,2 Apr 2024
805,ICFAI University,"B.Sc {Hons.}
6 Courses","45,000 (1st Year Fees)",10+2 with 40%,26 July 2024
805,ICFAI University,"BCA
1 Course","53,000 (1st Year Fees)",10+2 with 40%,26 July 2024
806,AP Goyal Shimla University,"B.Sc
3 Courses","60,000 (1st Year Fees)",10+2 with 50%,27 Dec - 30 Apr 2024
806,AP Goyal Shimla University,"B.Tech
2 Courses","80,000 - 1 Lakh (1st Year Fees)",10+2 with 50%,27 Dec - 30 Apr 2024
806,AP Goyal Shimla University,"Diploma
5 Courses","30,000 - 60,000 (Total Fees)",10+2 with 50%,27 Dec - 30 Apr 2024
806,AP Goyal Shimla University,"BCA
3 Courses","63,000 (1st Year Fees)",10+2 with 50%,27 Dec - 30 Apr 2024
806,AP Goyal Shimla University,"MBA
5 Courses",1.1 Lakhs (1st Year Fees),Graduation with 50%,27 Dec - 30 Apr 2024
807,Mohammad Ali Jauhar University,"B.Tech
10 Courses","68,000 - 85,700 (1st Year Fees)",10+2 with 45% + UPTAC,no data found
807,Mohammad Ali Jauhar University,"B.Sc {Hons.}
12 Courses","19,200 - 40,500 (1st Year Fees)",10+2,no data found
807,Mohammad Ali Jauhar University,"B.Sc (Nursing)
1 Course",1.01 Lakhs (1st Year Fees),10+2,no data found
807,Mohammad Ali Jauhar University,"M.Sc
27 Courses","29,500 - 58,700 (1st Year Fees)",Graduation,no data found
807,Mohammad Ali Jauhar University,"BCA
1 Course","37,500 (1st Year Fees)",10+2,no data found
808,PCTE Group of Institutes,"B.Tech
4 Courses","96,400 (1st Year Fees)",10+2,24 May - 14 Jun 2024
808,PCTE Group of Institutes,"B.Sc
3 Courses","56,400 (1st Year Fees)",10+2,-
808,PCTE Group of Institutes,"MBA
2 Courses","96,400 (1st Year Fees)",Graduation,-
808,PCTE Group of Institutes,"BCA
1 Course","55,400 (1st Year Fees)",10+2,-
808,PCTE Group of Institutes,"B.Com
1 Course","54,650 (1st Year Fees)",10+2,-
809,Dayananda Sagar Institutions - [DSI],"BE
16 Courses",4.17 Lakhs (Total Fees),10+2,-
809,Dayananda Sagar Institutions - [DSI],"MBA
6 Courses",1.28 Lakhs (Total Fees),Graduation with 50% + KMAT,-
809,Dayananda Sagar Institutions - [DSI],"MDS
7 Courses",11.18 Lakhs - 18.62 Lakhs (Total Fees),B.D.S.,-
809,Dayananda Sagar Institutions - [DSI],"BCA
1 Course",6.66 Lakhs (Total Fees),10+2,-
809,Dayananda Sagar Institutions - [DSI],"M.Tech
5 Courses",1.51 Lakhs (Total Fees),Graduation with 50% + Karnataka PGCET,27 May - 17 Jun 2024
810,Bangalore Technological Institute - [BTI],"BE
8 Courses","80,000 - 4.17 Lakhs (1st Year Fees)",10+2 with 45%,24 May - 17 Jun 2024
811,A. C. Patil College of Engineering - [ACPCE],"BE
7 Courses",1.14 Lakhs (1st Year Fees),10+2,16 Jan - 28 Jul 2024
811,A. C. Patil College of Engineering - [ACPCE],"BE {Lateral}
6 Courses",1.14 Lakhs (1st Year Fees),Diploma,-
811,A. C. Patil College of Engineering - [ACPCE],"D.Pharm
1 Course","80,000 (1st Year Fees)",10+2,-
811,A. C. Patil College of Engineering - [ACPCE],"BMS
1 Course","50,000 (1st Year Fees)",10+2,-
811,A. C. Patil College of Engineering - [ACPCE],M.M.S,1.14 Lakhs (1st Year Fees),Graduation,11 Jan - 27 Jul 2024
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,"BE
4 Courses",1.46 Lakhs (1st Year Fees),10+2,16 Jan - 28 Jul 2024
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,"BE {Lateral}
4 Courses",1.46 Lakhs (1st Year Fees),10+3,-
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,B.F.A,1.23 Lakhs (1st Year Fees),10+2,25 May - 11 Jun 2024
813,PPG Institute of Technology - [PPGIT],"BE
8 Courses","55,000 - 75,000 (1st Year Fees)",10+2,6 May - 11 Jun 2024
813,PPG Institute of Technology - [PPGIT],"B.E {Lateral}
7 Courses","55,000 - 75,000 (1st Year Fees)",10+3 with 50% + TNEA,-
813,PPG Institute of Technology - [PPGIT],"ME
2 Courses","65,000 (1st Year Fees)",Graduation,15 Apr - 14 May 2024
814,Vadodara Institute of Engineering,"BE
5 Courses","64,000 (1st Year Fees)",10+2,1 Apr - 15 May 2024
815,JD College of Engineering and Management,"B.Tech
9 Courses",4.2 Lakhs (Total Fees),10+2 with 75% + JEE Main,16 Jan - 28 Jul 2024
815,JD College of Engineering and Management,"MBA
1 Course",2.04 Lakhs (Total Fees),Graduation with 50% + CMAT,11 Jan - 27 Jul 2024
815,JD College of Engineering and Management,"M.Tech
4 Courses",1.9 Lakhs (Total Fees),Pass in Graduation + GATE,9 July - 29 Jul 2024
815,JD College of Engineering and Management,MCA,1.8 Lakhs (Total Fees),Graduation,6 July - 14 Jul 2024
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],"BE
6 Courses",1.08 Lakhs (1st Year Fees),10+2 with 45% + JEE Main,16 Jan - 28 Jul 2024
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],"BE {Lateral}
6 Courses",1.08 Lakhs (1st Year Fees),Diploma + JEE Mains,-
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],"ME
2 Courses","63,500 (1st Year Fees)",Pass in Graduation + GATE,9 July - 29 Jul 2024
817,Apex Professional University - [APU],"B.Sc {Hons.}
8 Courses","19,000 (1st Year Fees)",10+2,no data found
817,Apex Professional University - [APU],"M.Sc
26 Courses","38,000 - 74,000 (1st Year Fees)",Graduation,no data found
817,Apex Professional University - [APU],"MA
17 Courses","30,000 - 74,000 (1st Year Fees)",Graduation,no data found
817,Apex Professional University - [APU],"B.Sc
9 Courses","19,000 - 95,000 (1st Year Fees)",10+2,no data found
817,Apex Professional University - [APU],"B.Ed
2 Courses","95,000 (1st Year Fees)",Graduation,no data found
818,Haridwar University,"B.Tech {Hons.}
9 Courses",1.27 Lakhs - 1.62 Lakhs (1st Year Fees),10+2 with 60%,31 May 2024
818,Haridwar University,"B.Sc
3 Courses","77,000 - 87,000 (1st Year Fees)",10+2 with 50%,31 May 2024
818,Haridwar University,"B.Sc (Nursing)
1 Course",1.53 Lakhs (1st Year Fees),10+2 with 50%,-
818,Haridwar University,"MBA
3 Courses",1.59 Lakhs - 2.49 Lakhs (1st Year Fees),Graduation with 60%,31 May 2024
818,Haridwar University,"M.Sc
3 Courses","77,000 (1st Year Fees)",Graduation with 60%,31 May 2024
819,Providence College of Engineering,"B.Tech
7 Courses",5.02 Lakhs (Total Fees),10+2 with 45% + KEAM,17 Mar - 31 Jul 2024
819,Providence College of Engineering,"MBA
5 Courses",3.9 Lakhs (Total Fees),Graduation with 50%,-
819,Providence College of Engineering,"B.Tech {Lateral}
5 Courses",4.02 Lakhs (Total Fees),Diploma,-
820,Dr. NGP Institute of Technology,"BE
8 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
820,Dr. NGP Institute of Technology,"B.Tech
2 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
820,Dr. NGP Institute of Technology,"MBA
1 Course","41,000 (Total Fees)",Graduation,10 Jan - 15 Feb 2024
820,Dr. NGP Institute of Technology,"ME
4 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
821,Gwalior Engineering College - [GEC],"B.Tech
4 Courses","45,600 (1st Year Fees)",10+2,no data found
821,Gwalior Engineering College - [GEC],"B.Tech {Lateral}
4 Courses","45,600 (1st Year Fees)",10+3,no data found
822,United Group of Institutions - [UGI],"B.Tech
7 Courses",1.18 Lakhs - 1.31 Lakhs (1st Year Fees),10+2 with 45% + UPTAC,11 June - 30 Jul 2024
822,United Group of Institutions - [UGI],"BCA
1 Course","67,800 (1st Year Fees)",10+2 with 50%+UPTAC,12 Aug 2024
822,United Group of Institutions - [UGI],"Polytechnic
3 Courses","52,500 (1st Year Fees)",10th with 35%,-
822,United Group of Institutions - [UGI],"BBA
1 Course","67,800 (1st Year Fees)",10+2 with 50%+UPTAC,12 Aug 2024
822,United Group of Institutions - [UGI],"MBA
1 Course",1.31 Lakhs (1st Year Fees),Graduation with 50%,19 June - 10 Jul 2024
823,Sarvepalli Radhakrishnan University - [SRK],"BE
9 Courses","50,000 (1st Year Fees)",10+2,-
