Serial No.,College Name,Info
506,Priyadarshini College of Engineering - [PCE],No because i am local but for the other state student will go for the hostel facility all rooms are sharing rooms watchman will be there 24 hours food facility will be provided by the hostel no extra charges for it
506,Priyadarshini College of Engineering - [PCE],MPCT have also both girls and boys hostel inside it's campus. It has 3 girls hostel and 1 boys Hostel. The rooms of this hostel are very good and fully furnished. But the washroom are not clean. As only three washroom are available.
506,Priyadarshini College of Engineering - [PCE],"I did not stay in hostel, but rented a flat with few friends. I believe it is quite easy to get a flat or PG. The average rent should land across 3000 per head. And also you can get good food around 2000 2500 per months cost."
507,Jeppiaar Institute of Technology - [JIT],No Iam not opted for hostel but facilities are ok they will provide 1room for 4 students.average fees per year 10000 rupees.comfortable rooms only no problem with water facilities current issues etc.food facilities are also good.
507,Jeppiaar Institute of Technology - [JIT],"The hostel facilities are exceptional with 24 hours power supply, attached washrooms, spacious rooms and much more. There is a TV hall provided and also a gym and students can refresh their minds with indoor and outdoor games."
507,Jeppiaar Institute of Technology - [JIT],The entire hostel has 24 hour power supply with Wi-Fi connectivity. They have spacious rooms with attached washrooms and also a TV hall for the students to relax. The water supply is filtered by the RO and the food in mess is freshly prepared.
507,Jeppiaar Institute of Technology - [JIT],"Hostel is well built and pretty good infrastructure and the fee is around 65-70k INR per year, this fee includes room rent, wifi, mess and bus and other necessary amenities. Rooms are pretty big and well ventilated to cope with TN?s summers. Bathrooms are cleaned every day. You will get your own closet, study table ,bed etc. The food of hostel mess is good also ."
507,Jeppiaar Institute of Technology - [JIT],"Hostel is pretty decent and the fee is around 70000 per year, this fee includes room rent, wifi, mess and other necessary amenities. One room is shared by three students. Rooms are spacious, well built to get fresh air and ventilation is good to cope with TN heat. You will get your own closet, study table . The food of hostel mess is pretty decent too."
508,Seacom Skills University - [SSU],Hostel has a good condition.there are two boys hostel and 2 ladies hostel.hostel is good for all type of students and fees structure is cheaply low than other days so overall hostel is best for girls and boys
508,Seacom Skills University - [SSU],"Campus Life:They held many types of programs, special aspects for students, clubs and students portal to including their life. Sports annual function and other extracurricular activities offered on campus. We enjoyed it."
508,Seacom Skills University - [SSU],"Campus Life:Annual fest and fresher is held together 1 time in a year. Every books which is necessary for us, is found in the library. Annual sports also held in our campus. On that day, faculty members are also joined in sports"
508,Seacom Skills University - [SSU],Campus Life:The number of annual fest is one ond the name of the fest is ritmo. All books are available in our college library and also available journals. The amenitie of class room is present smart board. We play many sports like tennis and football etc. Yes we have a website to find in Google.
508,Seacom Skills University - [SSU],Campus Life:Fest name is Ritmo meaning rhythm and it is conducted in the month of July or August every year. Sufficient amount of standard books available in our course. Sports and co-curricular activites occurs in particular interval of time .
509,SRM University,Hostel is one of the best and the amenities are very good they are maintained very well and hygine they will clean the rooms for every 2days and 24/7 hot water is provided food is also decent and the menu includes every type of meal and items so that everyone can eat well Hostel registration will be alloted once the admission process is completed we can book the hostel throught the student portal provided by the university. Hostel fee starts from 75000 to 200000 based on the type of room There are pgs in near by villages that will cost around 10000 per month
509,SRM University,"Coming to the hostel section u need to be very quick while booking the hostels because they will get booked in a minute or two..I personally experienced this. And coming to the facilities provided in the hostel,they will provide a dustbin,a wardrobe, bathroom and shower room (if it's a big sharing room).There will be hot water provided 24/7.There will be room service provided.And there are some electrical items which are prohibited like electric heaters, kettles,irons and cooking utensils,etc.And there will be checking in the rooms.If any prohibited items are found.. There will be a fine of 4000 rupees.Coming to the meals..the hostel mess provides good food.There will be a very good menu.They keep chicken 3 times a week and paneer 2 times a week.They will also give snacks in the evening."
509,SRM University,"In the campus, there is hostel facility, which has 2 sharing, 3 sharing, 4 sharing, 5 sharing, AC and non AC rooms. According to the affordability of the student, he can choose the room facility. The mess menu is diverse, including north Indian and south Indian cousines. The quality of food is better than any other college out there. During the college admission, one can also register for accomodation in the campus. If one wants to take accomodation outside the campus, there is availability of rental rroms near the campus, and can reach the campus through College bus or their own transport."
509,SRM University,"Hostels and rooms are also good and we have ac or non ac , 2 sharing , 3 sharing, 4 sharing (bunkers also available), 5 sharing, 8 and 10 sharing too. You can register for hostel in the srudent portal provided after admission. Meals are not so good but okish. And hostels are expensive. Hotwater with shower, bed (without matress) , desk and chair, a wardrobe will be given."
509,SRM University,Hostel rooms are good but the toilets are the best.The prices are a bit high and the food is a little bit bland without spice and all but yeah sometimes it's good sometimes it's bad.The menu items are good suitable for all regions and they keep non veg atleast 3 times a week and the schedule is same for all students.
510,University of Technology - [UOT],"This things i liked about college hotel that it's fee is not too expensive, it is 500 for a per day only. If any student is coming for another district or a state than they can live 5-10 days in exams."
510,University of Technology - [UOT],"The hostel infrastructure is very good. The hostel provides its best amenities like attached bathroom, laundry, healthy food, pure drinking water, 24 hours basic supplies etc. There are separate study area for students where they can spend their academic hours."
510,University of Technology - [UOT],Campus Life:There are different types activities are held in campus like sports and festivals celebration. Students take participation in these activities and there are so many facilities available for these functions as students can play for their university in university games and many others.
510,University of Technology - [UOT],"Campus Life:College is very good for social life we celebrate freshers and farewell parties usually. All students participate in Sports. They conduct football, and cricket matches at a college campus."
510,University of Technology - [UOT],"Campus Life:We have an amazing laboratory, which is well maintained and well equipped and the all the apparatus are in proper working condition and if at all there is any breakage or dysfunction, it would be replaced or repaired immediately."
511,CT University - [CTU],The hostel is nice and clean with 9-5 cleaning personnel Theres is 3 seater room with common washroom 2 seater room with attached and non attatches washroom + With ac or none 1 seater room with washroom with with or none ac The price varies but all start from 50k per semester The meal is veg but if we want non veg we can pay extra 6k for non veg and have seperate mess hall
511,CT University - [CTU],"I didn't avail hostel because my home is near campus but I hear about the hostel facility. They provide 24h wifi, ac, the meal is also good, cultural events for hostel students like hostel league.. different hostels are separate for boys, girls and faculty"
511,CT University - [CTU],"hostel facilities are excellent. rooms are fully ac. every hostel has the bed, study table, chair, Almira. The hostel rooms rent ranges 75k to 85 k.mess food is healthy and tasty.food is served according to the menu chart. food is served on schedule time table.quality of food is fine."
511,CT University - [CTU],Campus Life:There are alot of functions held in every month but my favourite function is star night or freshers party. They were the most rememberable part of my life i enjoyed alot. Library is also huge and had alot of stuff to explore
511,CT University - [CTU],"Campus Life:There are different activities in this university other than academic they have different clubs you can join and take part in different activities like dance, singing, poetry, athletics and many other activities"
512,Malla Reddy College of Engineering for Women - [MRCEW],"for a year I used to stay at the college hostel, so the fee was 75 thousand per year. And the food was great to be honest, there would be even panipuri on every Tuesday and even chicken biryani on Wednesdays. But they won't let the students go out and it Is very strict. We don't have washrooms in our room, it's a floor washroom which is used by the whole floor members. And we didn't have big lockers to keep our stuff But now after I changed the hostel, the food isnt that good but not bad. But we have attached washrooms plus the lockers are very big and the rooms are comfortable and clean everyday. And we have an elevator which can be used anytime we want no matter the time. The fees for a private hostel for month is 6,200"
512,Malla Reddy College of Engineering for Women - [MRCEW],"In the first year I stayed in college hostel , maintainace is very good, hostel is very clean, food is good, the fees I paid is 90000 I rented for apartment,it was very clean ,the rooms are very big,if you want join then apartment is the best option you can rent according to your economic status"
512,Malla Reddy College of Engineering for Women - [MRCEW],One big study table and two chairs 4 lockers 4 beds 2 fans is there 4 beds 4 pillows in one room for 4 members Food is very delicious We book room before 1 month opening of the college I pay the fee year
512,Malla Reddy College of Engineering for Women - [MRCEW],The college has separate hostel for both boys and girls. The hostel facility provides good hostel accommodation for the students. The college provides accommodation to the participants of Short-Term Training Programmes. To cater to this service one Executive Hostel and two numbers of Student Hostels are made functional inside the main campus. The Executive Hostel has 24 numbers of AC and 16 numbers of Non AC rooms which can accommodate 80 numbers of participants.
512,Malla Reddy College of Engineering for Women - [MRCEW],"The hostel is really worth spending money . The infrastructure is really nice and the college provides all the basic amenities to the students . The hostel rooms are well coordinated and ample daylight enters the rooms . The hostel wardens are really cooperative and supportive . The hostel costs around 60,000 - 70,000 per year . The food served is decent as you all know yo can never get "" Ghar ka khana :-) """
513,Adichunchanagiri University - [ACU],Hostel in terms of accomodation and comfort is good. But the food is not up to the mark. Girls hostel has a gym and 2 reading rooms also you have an indoor games room. Its clean and the staff who work here are kind
513,Adichunchanagiri University - [ACU],Accommodation is decent with 3 sharing rooms. Fee structure is economical as mentioned earlier. However our hostel doesn't have a gym which is very troubling. The nearest gym is about 4 km away and transport is a problem. Food is also ok
513,Adichunchanagiri University - [ACU],"Hostel is pretty average, it offers a 3 sharing room, 2 sharing room and single rooms, and the prices vary respectively according to the type of accommodation chosen by the students, the mess food is average."
513,Adichunchanagiri University - [ACU],The hostel room is good but food is not good for 75k .The room is wide 3 person can live in that room without any problems . We're getting free WiFi too .The warden is friendly and rules are ok we can adjust evrything
513,Adichunchanagiri University - [ACU],"Hostels are separate for UG and PG students with separate for girls and boys. The facilities provided in the room are a bed, closet, and separate bathroom for each room. Usually the rooms are 3 sharing. The meals provided in the hostels are not the best but manageable. Breakfast, lunch, snacks and dinner is provided. The fees is 85000 per year"
514,Bhabha University - [BU],The hostel the college also has a good infrastructure and the fees per year of the hostel is around rupees 5000. The hostel provides all the basic necessities to the students and the food provided by the mess is also ok ok.
514,Bhabha University - [BU],Campus Life:There are so much annual fest done in my college there Are always availability of books and journals in my college library and amenities. Of my classrooms are good there are So much sports game done as kabbaddi
514,Bhabha University - [BU],"Campus Life:Campus life is not so diverse here, you will feel not like a college, and you feel like you are studying in a school. the library is also available are interested in studies, and extracurriculars are just okay."
514,Bhabha University - [BU],"The hostel is provided in the sharing of two, three, or four people per room. The rooms are quite spacious and comfortable too. Also, it was furnished well and a bed, table, and other basic amenities are provided. We are also given good mess food here."
514,Bhabha University - [BU],"Campus Life:The gender ratio around 75% males and rest females in the B.Tech program whereas the overall ratio of boys and girls if around 55: 45. We cultural parties, fresher's party every year. College conduct many seminars and workshops to help us further decide our career."
515,Sant Baba Bhag Singh University - [SBBSU],The hostel rooms are average . you are provided with two beds with a roommate and a pillow and mattress and a personal almirah with a single fan . the food quality of mess is also average . water supply is on every floor of hostel . if you go for a pg in the local area you have to pay nearly 3500-4000 rupees for a room.
515,Sant Baba Bhag Singh University - [SBBSU],"Sant Baba Bhag Singh University Campus The library contains over 16,500 published works including books, encyclopedias, reports, journals related to engineering disciplines , management and on Applied Sciences and literature.The Books related to course curricula as well as general topics with the aim to provide at all round personality development of students and channelising their energy towards creative aspects. The library currently subscribes to a number of periodicals related to different fields. The library has a computerized search system to assist students in locating their information sources. Show Less"
515,Sant Baba Bhag Singh University - [SBBSU],"Rooms are filled with facilities like drinking water, chairs tables beds fan /Ac beds and lockers are needs are already been filled as per needs of students. Meal and mess food are good healthy as per need this university offers vegetarian food only hygienic and healthy as per necessary. Hostel registration is done by administration cell and warden sections room there are 5 floors apr hostel at sbbs university. PG and rented rooms are available for students who wish to be outside hostel."
515,Sant Baba Bhag Singh University - [SBBSU],We have a hostel of around 500 to 600 rooms. Rooms are around 10' by 10' and 10'by 12'. Admin provides single fan 2 separate beds study chair and study table with mattresses that are included in hostel fee /AC for extra charges 6000 per sem. Hostel food is not my hygienic as large no. Of students come and go from a single gate. Food isn't much good in quality. Hostel mess must be divided into 2 buildings. Around 5-600 students use the same plates on a running basis. Registration for the hostel is done through the warden. And in admission cell 7000 per semester and 2100 mess charges. Those are paid during the first week of joining. One of the most common problems in sbbsu is that you can't go for pg Or you can't rent a room nearby university. University is generally 5 to 6 km away from the main market. No PG and rooms are available anywhere around.
515,Sant Baba Bhag Singh University - [SBBSU],"Campus Life:To bring students closer and together and to inculcate a feeling of belongingness, students are allowed to organise events and fests. These acts are highly appreciated by the students and also my personal favourite is the Annual Commerce Department Fest."
516,Shivajirao Kadam Group of Colleges,The hostel is Situated inside the campus which Helps students to acces the Labs sports room and other things of college hostel is safe and The food is not that much good the fees is 6000rs per month..
516,Shivajirao Kadam Group of Colleges,There is no hostel facility in our college but when from 10 km away the college there is a small area were we can get a good hostels and room for a student were they can live s good life. According to there need.
516,Shivajirao Kadam Group of Colleges,No Hostel provided near college but it provides good facilities in the main city indore so i rated 7 out of 10 because they provided hostel in very good location which is from 10 km away from college
516,Shivajirao Kadam Group of Colleges,There is no hostel facilities since our college is located at a far place from the city. So student stays in city hostels. There are generally 2 canteens in atc. There is no mess. One canteen is big and another one is small. The quality of food is quite low. Even They are not hygienic properly. We wish there could be more variety of things available in the canteen menu because from three years i have seen same menu.
516,Shivajirao Kadam Group of Colleges,Hostel facilities were too good. Neat and clean rooms were their. Daily the bathrooms are cleaned . You have to share one room with your partner.only 2 males can share room not a girl and a boy because if thi will happen then it may cause some problems. And their is goog food facilities . But nonveg is not givem to students but if you want to eat that type of dishes then you may arrive where ever in indore city with your loving one
517,Rai University - [RU],No data found
518,Shri Krishna University - [SKU],"The hostel is equipped with all essential facilities, to make the stay for students comfortable and homely. A well-maintained, hygienic and well-furnished mess with expert cooks serving students healthy sumptuous food is another attraction of the hostel. The hostel can accommodate about 100 students. The hostels are located within the campus of the school. The surroundings are well maintained with lush green gardens and are surrounded by concrete walls. Round-the-clock security ensures a safe haven for the students."
518,Shri Krishna University - [SKU],Hostel is provided in very good environment Neat and clean rooms Hot water cold water facility Breakfast lunch dinner Available There is very low registration fee and hostel fee is very affordable and satisfied Medical facilities are available for any emergency
518,Shri Krishna University - [SKU],"Campus Life:Campus life is best for the first year. But since college is too far and easy, students prefer not to always go there. About attendance, it's not mandatory to 75%, but you have to show your face whenever they summon you for not coming. Sports are best every year. They have both indoor and outdoor sports materials. The whole University conducts several programs as well as seminars per year. And an introduction in the Auditorium for new students if they went on the first day."
518,Shri Krishna University - [SKU],"Campus Life:The annual functions, farewell held on the end of the year. Any Book is taken from the library should have proper record of the student who took the books. In sports, this university students are very good. There is no bad activities in this University."
518,Shri Krishna University - [SKU],"Campus Life:- Yes various fests were organised by the university. On the day of engineer's day WE celebrate it and we celebrate, Diwali, Holi, sports day , Gandhi Jayanti, independence day and the annual fest is celebrated on the 4th of February on this day Chancellor sir birthday also celebrated. -Large no of books were available onside the library and there is 3 libraries inside the campus these are department wise and journals were also available here and you can take home also fir 15 days . - Classrooms have audio system, smart classes, black board , white board , benches and chairs attach with benches . Classroom were clean. - Every Saturday there is a sports day and all the students enjoy this day by playing games I the ground .And various awareness program run by NCC and NSS also.And cultural activities also like dancing , singing, rangoli making , quiz etc. -Yes there is a musical group which is run by some students ."
519,Anand Institute of Higher Technology - [AIHT],Hostel Facilities are Moderate. There is separate hostel blocks for Girls and Boys and Even they have separate mess for boys and girls . 4 students per room in the hostel and the floors will and rooms will be allotted based on Year to which the student belongs to. And about the food not too good and not too bad. Only vegetarian and the hostel students alone will get an egg once in a week.
519,Anand Institute of Higher Technology - [AIHT],Only veg in hostel and hostel can be rated 3 of 5. Food is normal. Not bad and not gud enough. During festivals also food won't be good.
519,Anand Institute of Higher Technology - [AIHT],"I stayed in my sister's house and attended college as a day scholar.As per my friends experience, college hostel is good. Strict warden. Rooms are spacious and limited to 4 per room.Toilets are clean and hygienic."
519,Anand Institute of Higher Technology - [AIHT],Hostel fees are very affordable then the other colleges because here seperately hotel's for both girls and boys so don't worry about the safety of the college campuses and the ward members are very friendly
519,Anand Institute of Higher Technology - [AIHT],"Campus Life:The give more importance to studies, they never give the opportunities to students to participate in the sports and extra curricular activities if they wish. There is a lots of restrictions for the sports and others."
520,Arunai Engineering College - [AEC],"I have been stayed in hostel for first 3 years and last year our friends all decided to stay outside rental home due to project work. Hostel was very neat and clean, there was a space for gathering with friends to talk and play everything was available. Meal quality is top notch, Monday, Wednesday and Sunday non veg provided for students"
520,Arunai Engineering College - [AEC],In Hostel 4member shares one room and meals are really too good and quality wise number one quality Registration Process while we paying fees we should pay hostel fees Final year we stay outside for rent because of our project
520,Arunai Engineering College - [AEC],Our college provides water and fans inside the classroom and hostel room and they provide 24-hour water facilities in a hostel and the registration process is easy to apply hostel yes the local students are also in for the purpose of learning new ones.
520,Arunai Engineering College - [AEC],"Gadgets are allowed inside the campus and no Wi-Fi facilities. During project submission, you can bring your laptops. And outside food is strictly not allowed in the hostel. The hostel has various restrictions and rules such as study hours for continuous 2 hours. Labs are well-equipped."
520,Arunai Engineering College - [AEC],Hostel has the good infrastructure there are 3 mens hostel and 2 girls hostel they all have every facilities that has some problems that water scarity. Drinking watet they provide us mineral water can. And has wifi campus both in hostel and college.
521,Bharati Vidyapeeth College of Engineering - [BVCOE],"The college hostel has very limited seats, and it is available only for 1st-year students. Each room has 2 shared beds. Attach toilet and bathroom. Many private hostels are located in front of the college itself, the food quality is average and eatable. Many options are available for food to taste. But I have opted for private hostel"
521,Bharati Vidyapeeth College of Engineering - [BVCOE],"The college hostel has very limited seats, and it is available only for 1st-year students. each room has 2 shared beds. Attach toilet and bathroom. Many private hostels are located in front of the college itself. food quality is average and eatable. Many options are available for food to taste."
521,Bharati Vidyapeeth College of Engineering - [BVCOE],The college hostel has limited Seats and is available for only 1 st year students. Each room has 2 to 3 sharing beds attached toilets and bathrooms many private hostels are situated in front of the college itself. Food quality is average and eatable. Many options are available for food to taste
521,Bharati Vidyapeeth College of Engineering - [BVCOE],"The college hostel has very limited seats, and it is available only for 1st-year students each room has 2 sha ing beds. attach toilet and bathroom. Many private hostels are located in front of the college itself. Food quality is average and eatable. Many options are available for food to taste."
521,Bharati Vidyapeeth College of Engineering - [BVCOE],"College hostel has very limited seats,and it is available only for 1st year students...each room has 2 sharing beds.attach toilet and bathroom. Many private hostels are located infront of college itself..food quality is average and eatable. Many options are available for food to taste..."
522,DMI College of Engineering - [DMICE],There is separate hostel facilities available for both girls and boys. The girls hostel is inside the college campus itself and boys hostel is 100m far from campus The meals given in the canteen are healthy and on time preparation
522,DMI College of Engineering - [DMICE],The hostel facility are good and the warden is like a mother for everyone in that hostel all have that separate room and separate washroom and they are cleaned daily and the food in hostel is good the fees for hostel is 50000
522,DMI College of Engineering - [DMICE],Each room consists of 4 members and the room is large enough. the food provided by them will be moderate. Non veg for weekly 3 days. The registration process is easy. but the only thing to worry about is your faculties also stay in a hostel
522,DMI College of Engineering - [DMICE],"4 members can stay in a room. Fans, lights, study tables and cart were given. Meal quality is intermediate and each day have different meals. During admission the hostel registration process were completed. No PG located around 7KM"
522,DMI College of Engineering - [DMICE],The room is big and for each room there are 3 to 4 student can stay. The food is average. But they provide chicken egg fish weekly. Registration is very easy.The head of the hostel is a Sister. Hostel have very clean and neat environment.
523,Dayananda Sagar Academy of Technology and Management - [DSATM],"No,I am a day scholar but as I heard from the hostilites rooms are spacious and well maintained and the food will be provided 3 times a day.If at all the rooms are accommodated they have another pg running that's 500mts ahead from the college."
523,Dayananda Sagar Academy of Technology and Management - [DSATM],I had not opted college hostel not even seen through it. I am staying with my elder brother. My Pg is 19 km away from college. I used bus every day it's comfortable for me. You can use your personal vehicle also. We are paying 10k for 2 BHK apartment. Meals are too good.
523,Dayananda Sagar Academy of Technology and Management - [DSATM],I don't think college is because they are charging very heavy amount around 115k per annum. The hostel Room is little small you can't even study properly. I don't have very deep knowledge about food and accommodation but some of my friend is staying so he told food is not too good.
523,Dayananda Sagar Academy of Technology and Management - [DSATM],I am staying in Senior hostel the hostel is little away from college but it's located inside our campus. Room size is very big in every room 3 member is staying. Food quality is also good. Discipline are also consider to be higher priority always from Warde.
523,Dayananda Sagar Academy of Technology and Management - [DSATM],I had seemed through both the hostel but I was not convinced properly because college was demand that you need to pay 113k per annum.so it was very heavy amount.so I moved through Pg which is nearer to our college where I am paying 80k per annum.
524,Dhole Patil College of Engineering - [DPCOE],"There are 4 beds in one room, every bed is allotted with a table chair and cupboard, every room has an attached bathroom in it with basin. The meals are also tasty. You can register for the hostel from the college admin's office"
524,Dhole Patil College of Engineering - [DPCOE],Yes there is hostel for boys and girls separate for both. It can have 5 members in single room and also has good clean place to accommodate and has very peaceful place for students from different places
524,Dhole Patil College of Engineering - [DPCOE],"Yes college has the better place for the students coming from far taking admission in the college i.e the hostel, each room of hostel accommodate around 3-4 students. Food is also provided with breakfast lunch and dinner."
524,Dhole Patil College of Engineering - [DPCOE],"No I like in a PG which is very near to the college, where monthly rent is 6000 including mess and everything, all basic facilities have been provided by the pg which makes it Very comfortable for us to live in."
524,Dhole Patil College of Engineering - [DPCOE],I have opt for college in 1st year. the room is shared between 3-4 students. they provide furniture that is required for a student. Pg are good around here they charge around 5k per month which includes food.
525,Don Bosco Institute of Technology - [DBIT],Hostel is a very decent and value for money space. The only problem is there is no laundry apart from that house keeping is very friendly and cleanleness is maintained strictly . It is well secured with 150+ cctv cameras and can accommodate more than 400 students
525,Don Bosco Institute of Technology - [DBIT],Food is good but rooms are not good it's average.in hostel wifi will be provided .but fees is costly and1lakh10 thousand so i prefer better choose PG 2sharing is 8.5k Which is opposite to our clg ....
525,Don Bosco Institute of Technology - [DBIT],"Hostel rooms are very clean, rooms are cleaned by the maids daily morning and the hostel food is very good they provide tasty food and maintain cleanliness. Hostel fee was 1lakh per year and it was paid yearly"
525,Don Bosco Institute of Technology - [DBIT],Each room in hostel is 3 sharing before science the admissions are increased they have changed it to 4 sharing. The taste of the food in DBIT hostel is very good compared to other hostel We have to fill the form in Admissions cell and pay fees there to join hostel and it is quite expensive We can get pg in Kumbalagodu were the college is present
525,Don Bosco Institute of Technology - [DBIT],Hostel fees is 110000 which might feel more compared to other colleges. In one room 3 students are allowed to board.Food is descent with both veg and non veg and students can choose anyone.Food will be good and hygiene.
526,Dronacharya Group of Institutions - [DGI],My room is ac room with triple sharing and all the necessary items are being provided Quality ofMeal is slightly on lower side. You can get the direct admission in hostel Namoli greater Noida which is just 200 away from the college
526,Dronacharya Group of Institutions - [DGI],I'm in pg distance from my is 5 km there 3 members in my room . Morning breakfast then afternoon lunch then sacks and dinner in 4 time menu will be changed. Registration fees will 500 and 1 month security money 8000 Knowledge park 2 metro station
526,Dronacharya Group of Institutions - [DGI],Collage has no hostels. All hostels are private. no Process for Hostel and Affordability. knowledge Park 3rd and sector Gamma 1 and Beta 1. collage does not provide any Hostels for the Students. the meal quality depends on the pg and hostel.
526,Dronacharya Group of Institutions - [DGI],In this college there is no hostel the students have to live nearby the hostel there are many hostels for boys and girls and also the pg is available and if you have a gang then I'll suggest you live with friends in a flat this is 1.5 times cheaper in the hostel
526,Dronacharya Group of Institutions - [DGI],"The hostel facility is very very good... well-furnished rooms ... with ac and non-AC... Fees are also very justified according to the facilities they provide...such as the gym ..with most of the equipment.. geyser, ac and much more.. food is also decent...they give you 4-time food... morning afternoon evening and at night...with sweets alternate days."
527,Gandhinagar Institute of Technology - [GIT],"In my college, there are no hostel facilities available but near there are some private PG are available. They give you a flat room that given between 5 to 6 members and provide breakfast, lunch and dinner but the quality of the meal is not so good."
527,Gandhinagar Institute of Technology - [GIT],"No, college don't have their own hostel facilities but planning to arrange it in the campus (2024-25) in between college may provide hostel facilities. Canteen food is good but can be made better and can provide other stuffs as well."
527,Gandhinagar Institute of Technology - [GIT],"i stay in pg near to my college.so my pg is 10 km far from my college so i travel every day.in my pg there are flats available so the group of 10 students divided rent and some glossaries.in facilities cleaning,water, clothes washing."
527,Gandhinagar Institute of Technology - [GIT],"In our college no any kind of hostel facilities. But near our college around 8-9 kilometre, one hostel can be there, my many friends are live there, it is a good facility in their hostels given by staffs. And mesh food is not more expensive but medium in price and also test."
527,Gandhinagar Institute of Technology - [GIT],6 out of 10. hostel is in good area girls hostel is also there with full facility. Hostel has a mess and too many more facilities
528,HMR Institute of Technology & Management - [HMRITM],"The campus of the institute is spread over an area of 3 acres. The campus has a main Administrative Block, Library, Laboratories, workshops, auditorium, conference and related resources for students. It doesn't have any hostel but it is good for nearby students with good facilities."
528,HMR Institute of Technology & Management - [HMRITM],There is no hostel facility available in college but one can easily get room in near by locality in around 3000 per month rent. And there one will get tiffin service so there is no problem for accomodation.
528,HMR Institute of Technology & Management - [HMRITM],"Hostal facilities are not available in this college but PG's are present near the college. I'm not live in any PG's so I don't have enough knowledge about that but you can find PG's near the college. College has there owned canteen which is so-so, not so good and not so bad and also not so big. And there is no other kind there except 2-3 local food mess."
528,HMR Institute of Technology & Management - [HMRITM],No hostel facilities are there for the students because only a few students are there for the college. So many students have to travel for hours to reach to the colleges and attend only 4-5 lectures. Mess food is really not good and college canteen food is worst.
528,HMR Institute of Technology & Management - [HMRITM],I do not live in hostel. So I don't know about it. Hostel is not available in my college its in our University where any student of this University can live. Hostel rooms are quite well and lift facility is availed. 2 students in each rooms are allowed. Mess is also good. Different meals are provided on different days. But I don't live in hostel i have only written what I have heard about.
529,Indore Institute of Science and Technology - [IIST],"1 room is shared btw 3person Hostel security is very tight If your are hostelr so your lunch is free on mess Hostel gave morning breakfast, lunch and dinner ????? Hostel warden is very good person Overall hostelr quality is best"
529,Indore Institute of Science and Technology - [IIST],"The expenses of the inn are 86000 every year, in this, you get snacks 4 times each day and dinner for twice in a day, you can get single rooms and shared rooms also can give you AC as well and clothing administration is free there, and they give you a learning table a shelf and almirah. They give you showers there and a single washrooms and latrines as well, If you need to enlist for a benefiting inn you just need to fill just a solitary structure that is all there is to it."
