Serial No.,College Name,Company,Package,Job Roles,Headings
763,KG Reddy College of Engineering and Technology - [KGRCET],Average Package,INR 4 LPA,INR 4.5 LPA,"Particulars, Placements Statistics 2023, Placements Statistics 2022, Placements Statistics 2021"
763,KG Reddy College of Engineering and Technology - [KGRCET],Top Recruiters,"Planet Spark, Intellipaat, Pentagon Space Pvt Ltd, KEKA Technologies etc","BYJU’s, Accenture, IBM","Particulars, Placements Statistics 2023, Placements Statistics 2022, Placements Statistics 2021"
764,KLN College of Information Technology - [KLNCIT],No data found,No data found,No data found,No data found
765,KNS Institute of Technology - [KNSIT],No data found,No data found,No data found,No data found
766,KCC Institute of Technology and Management - [KCCITM],No data found,No data found,No data found,No data found
767,Lakhmi Chand Institute of Technology - [LCIT],No data found,No data found,No data found,No data found
768,Lendi Institute of Engineering and Technology,No data found,No data found,No data found,No data found
769,M.A.M College of Engineering - [MAMCE],No data found,No data found,No data found,No data found
770,Marri Laxman Reddy Institute of Technology & Management - [MLRITM],No data found,No data found,No data found,No data found
771,Maharaja Institute of Technology - [MIT],No data found,No data found,No data found,No data found
772,Maharana Pratap Engineering College - [MPEC],No data found,No data found,No data found,No data found
773,Malla Reddy College of Engineering and Technology- [MRCET],No data found,No data found,No data found,No data found
774,Malla Reddy Institute of Technology - [MRIT],No data found,No data found,No data found,No data found
775,Mallabhum Institute of Technology - [MIT],No data found,No data found,No data found,No data found
776,Malwa Institute of Science and Technology - [MIST],No data found,No data found,No data found,No data found
777,Mewat Engineering College - [MECW],No data found,No data found,No data found,No data found
778,Nagpur Institute of Technology - [NIT],No data found,No data found,No data found,No data found
779,P.B. College of Engineering - [PBCE],No data found,No data found,No data found,No data found
780,Progressive Education Society's Modern College of Engineering - [MCOE],No data found,No data found,No data found,No data found
781,Raghu Institute of Technology - [RIT],No data found,No data found,No data found,No data found
782,Rajiv Gandhi College of Engineering and Technology,No data found,No data found,No data found,No data found
783,Reva Institute of Technology and Management - [RITM],No data found,No data found,No data found,No data found
784,SKP Engineering College,No data found,No data found,No data found,No data found
785,"Scient Institute of Technology, Ibrahimpatnam",No data found,No data found,No data found,No data found
786,Shree Swami Atmanand Saraswati Institute of Technology - [SSASIT],No data found,No data found,No data found,No data found
787,St Xaviers Catholic College of Engineering - [SXCCE],No data found,No data found,No data found,No data found
788,Surya Engineering College,No data found,No data found,No data found,No data found
789,T John Institute of Technology - [TJIT],No data found,No data found,No data found,No data found
790,Technocrats Institute of Technology - [TIT],No data found,No data found,No data found,No data found
791,Teegala Krishna Reddy Engineering College,No data found,No data found,No data found,No data found
792,Toc H Institute of Science and Technology - [TIST],No data found,No data found,No data found,No data found
793,Walchand Institute of Technology - [WIT],No data found,No data found,No data found,No data found
794,Truba College of Science and Technology - [TCST],No data found,No data found,No data found,No data found
795,Jain College of Engineering - [JCE],No data found,No data found,No data found,No data found
796,M.A.M. College of Engineering and Technology - [MAMCET],No data found,No data found,No data found,No data found
797,Velammal College of Engineering and Technology - [VCET],No data found,No data found,No data found,No data found
798,Vignan Institute of Technology And Management,No data found,No data found,No data found,No data found
799,Mangalmay Institute of Engineering and Technology - [MIET],No data found,No data found,No data found,No data found
800,Jansons Institute of Technology - [JIT],No data found,No data found,No data found,No data found
801,United Institute of Technology - [UIT],No data found,No data found,No data found,No data found
802,Vidya Academy of Science and Technology - [VAST],No data found,No data found,No data found,No data found
803,Viswajyothi College of Engineering and Technology - [VJCET],No data found,No data found,No data found,No data found
804,ICFAI Foundation for Higher Education - [IFHE],No data found,No data found,No data found,No data found
805,ICFAI University,No data found,No data found,No data found,No data found
806,AP Goyal Shimla University,No data found,No data found,No data found,No data found
807,Mohammad Ali Jauhar University,No data found,No data found,No data found,No data found
808,PCTE Group of Institutes,No data found,No data found,No data found,No data found
809,Dayananda Sagar Institutions - [DSI],No data found,No data found,No data found,No data found
810,Bangalore Technological Institute - [BTI],No data found,No data found,No data found,No data found
811,A. C. Patil College of Engineering - [ACPCE],No data found,No data found,No data found,No data found
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,No data found,No data found,No data found,No data found
813,PPG Institute of Technology - [PPGIT],No data found,No data found,No data found,No data found
814,Vadodara Institute of Engineering,No data found,No data found,No data found,No data found
815,JD College of Engineering and Management,No data found,No data found,No data found,No data found
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],No data found,No data found,No data found,No data found
817,Apex Professional University - [APU],No data found,No data found,No data found,No data found
818,Haridwar University,No data found,No data found,No data found,No data found
819,Providence College of Engineering,No data found,No data found,No data found,No data found
820,Dr. NGP Institute of Technology,No data found,No data found,No data found,No data found
821,Gwalior Engineering College - [GEC],No data found,No data found,No data found,No data found
822,United Group of Institutions - [UGI],No data found,No data found,No data found,No data found
823,Sarvepalli Radhakrishnan University - [SRK],No data found,No data found,No data found,No data found
824,Ajeenkya DY Patil University - [ADYPU],No data found,No data found,No data found,No data found
825,H.V.P.Mandal's College of Engineering & Technology,No data found,No data found,No data found,No data found
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]",No data found,No data found,No data found,No data found
827,IAMR Group of Institutions - [IAMR],No data found,No data found,No data found,No data found
828,Amritsar Group of Colleges - [AGC],No data found,No data found,No data found,No data found
829,Gokul Global University - [GGU],No data found,No data found,No data found,No data found
830,Jawahar Engineering College,No data found,No data found,No data found,No data found
831,World College of Technology and Management - [WCTM],No data found,No data found,No data found,No data found
832,Adhi College of Engineering and Technology - [ACET],No data found,No data found,No data found,No data found
833,Adichunchanagiri Institute of Technology- [AIT],No data found,No data found,No data found,No data found
834,Aligarh College of Engineering and Technology - [ACET],No data found,No data found,No data found,No data found
835,Allenhouse Institute of Technology,No data found,No data found,No data found,No data found
836,Amrita School of Engineering - [ASE],No data found,No data found,No data found,No data found
837,Anjalai Ammal Mahalingam Engineering College - [AAMEC],No data found,No data found,No data found,No data found
838,CSI College of Engineering - [CSICE],No data found,No data found,No data found,No data found
839,Channabasaveshwara Institute of Technology - [CIT],No data found,No data found,No data found,No data found
840,Chirala Engineering College - [CEC],No data found,No data found,No data found,No data found
841,EASA College of Engineering and Technology - [ECET],No data found,No data found,No data found,No data found
842,GM University,No data found,No data found,No data found,No data found
843,Gates Institute of Technology-[GIT],No data found,No data found,No data found,No data found
844,Geeta Engineering College - [GEC],No data found,No data found,No data found,No data found
845,Gharda Institute of Technology-[GIT],No data found,No data found,No data found,No data found
846,Hooghly Engineering and Technology College - [HETC],No data found,No data found,No data found,No data found
847,Institute of Engineering & Technology,No data found,No data found,No data found,No data found
848,Info Institute of Engineering - [IIE],No data found,No data found,No data found,No data found
849,Jawaharlal Nehru National College of Engineering - [JNNCE],No data found,No data found,No data found,No data found
850,KMEA Engineering College - [KMEA EC],No data found,No data found,No data found,No data found
851,Kalpataru Institute of Technology - [KIT],No data found,No data found,No data found,No data found
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],No data found,No data found,No data found,No data found
853,Konkan Gyanpeeth College of Engineering - [KGCE],No data found,No data found,No data found,No data found
854,Krupajal Engineering College - [KEC],No data found,No data found,No data found,No data found
855,LDRP Institute of Technology and Research - [LDRPITR],No data found,No data found,No data found,No data found
856,L.J. Institute of Engineering and Technology - [LJIET],No data found,No data found,No data found,No data found
857,Malwa Institute of Technology - [MIT],No data found,No data found,No data found,No data found
858,Mangalore Institute of Technology and Engineering - [MITE],No data found,No data found,No data found,No data found
859,Modern Education Society's Wadia College of Engineering - [MESWCOE],No data found,No data found,No data found,No data found
860,Modern Institute of Engineering and Technology - [MIET],No data found,No data found,No data found,No data found
861,Neotia Institute of Technology Management and Science - [NITMAS],No data found,No data found,No data found,No data found
862,Prakasam Engineering College - [PEC],No data found,No data found,No data found,No data found
863,Prince Shri Venkateshwara Padmavathy Engineering College - [PSVPEC],No data found,No data found,No data found,No data found
864,QIS College of Engineering and Technology - [QISCET],No data found,No data found,No data found,No data found
865,RK College of Engineering - [RKCE],No data found,No data found,No data found,No data found
866,Rajiv Gandhi Institute of Technology - [RGIT],No data found,No data found,No data found,No data found
867,SVS College of Engineering - [SVSCE],No data found,No data found,No data found,No data found
868,Sasi Institute of Technology & Engineering - [SITE],No data found,No data found,No data found,No data found
869,Shivajirao S Jondhale College of Engineering - [SSJCE],No data found,No data found,No data found,No data found
870,Shree Devi Institute of Technology - [SDIT],No data found,No data found,No data found,No data found
871,Sinhgad Academy of Engineering - [SAE] Kondhawa,No data found,No data found,No data found,No data found
872,Sir Visvesvaraya Institute Of Technology - [SVIT] Chincholi,No data found,No data found,No data found,No data found
873,Sree Dattha Institute of Engineering and Science - [SDES],No data found,No data found,No data found,No data found
874,Sri Vijaya Vittala Institute of Technology- [VVIT],No data found,No data found,No data found,No data found
875,St Joseph Engineering College - [SJEC],No data found,No data found,No data found,No data found
876,Swami Vivekanand College of Engineering - [SVCE],No data found,No data found,No data found,No data found
877,Syed Ammal Engineering college,No data found,No data found,No data found,No data found
878,Tripura Institute of Technology,Highest Package,INR 25 LPA,No data found,"Particulars, Placements 2023 Highlights"
878,Tripura Institute of Technology,Average Package,INR 5 LPA,No data found,"Particulars, Placements 2023 Highlights"
878,Tripura Institute of Technology,Lowest Package,INR 2 LPA,No data found,"Particulars, Placements 2023 Highlights"
878,Tripura Institute of Technology,Top Recruiters,"TCS, HCL, Dell, Samsung, Infosys, L&T",No data found,"Particulars, Placements 2023 Highlights"
879,Yagyavalkya Institute of Technology - [YIT],No data found,No data found,No data found,No data found
880,Gojan School of Business and Technology - [GSBT],No data found,No data found,No data found,No data found
881,CMR Institute of Technology - [CMRIT],No data found,No data found,No data found,No data found
882,PET Engineering College,No data found,No data found,No data found,No data found
883,Patel College of Science and Technology - [PCST],No data found,No data found,No data found,No data found
884,Usha Mittal Institute of Technology - [UMIT],No data found,No data found,No data found,No data found
885,Vaageswari College of Engineering,No data found,No data found,No data found,No data found
886,Vishveshwarya Group of Institutions - [VGI],No data found,No data found,No data found,No data found
887,NIIT University - [NU],Percentage of Students Placed,100%,100%,"Category, 2022, 2023"
887,NIIT University - [NU],Number of Companies Participated,700+,700+,"Category, 2022, 2023"
887,NIIT University - [NU],Highest CTC,INR 25.12 LPA,INR 29.64 LPA,"Category, 2022, 2023"
887,NIIT University - [NU],Average CTC (Top 25%),-,INR 12.9 LPA,"Category, 2022, 2023"
887,NIIT University - [NU],Average CTC,INR 6.67 LPA,-,"Category, 2022, 2023"
887,NIIT University - [NU],Top Recruiters,"IBM, TCS, Zomato, etc","Volkswagen, EY, Infosys, TCS, etc","Category, 2022, 2023"
888,CT Group of Institutions,No data found,No data found,No data found,No data found
889,ABMSP's Anantrao Pawar College of Engineering & Research - [APCOER],No data found,No data found,No data found,No data found
890,Institute of Technology & Management - [ITM],No data found,No data found,No data found,No data found
891,JCT College of Engineering and Technology,No data found,No data found,No data found,No data found
892,JIMS Engineering Management Technical Campus- [JEMTEC],No data found,No data found,No data found,No data found
893,Dhanalakshmi Srinivasan College of Engineering - [DSCE],No data found,No data found,No data found,No data found
894,Vaigai College of Engineering- [VCE],No data found,No data found,No data found,No data found
895,Jagannath University,No data found,No data found,No data found,No data found
896,Bhopal Institute of Technology & Science - [BITS],No data found,No data found,No data found,No data found
897,St.Mary's Engineering College - [SMEC],No data found,No data found,No data found,No data found
898,Maharishi University of Information Technology -[MUIT],No data found,No data found,No data found,No data found
899,Meerut Institute of Technology - [MIT],No data found,No data found,No data found,No data found
900,Institute of Technology and Management - [ITM],No data found,No data found,No data found,No data found
901,VSB College of Engineering Technical Campus,No data found,No data found,No data found,No data found
902,Guru Nanak Institutions Technical Campus - [GNITC],No data found,No data found,No data found,No data found
903,Bineswar Brahma Engineering College- [BBEC],No data found,No data found,No data found,No data found
904,Rawal Institutions,Number of Recruiters,160,No data found,"Particulars, Placements Statistics 2022"
904,Rawal Institutions,Number of Students Placed,127,No data found,"Particulars, Placements Statistics 2022"
904,Rawal Institutions,Highest Salary,INR 9.5 LPA,No data found,"Particulars, Placements Statistics 2022"
904,Rawal Institutions,Average Salary,INR 2.5 LPA,No data found,"Particulars, Placements Statistics 2022"
904,Rawal Institutions,Lowest Salary,INR 1.56 LPA,No data found,"Particulars, Placements Statistics 2022"
904,Rawal Institutions,Top Recruiters,"Nagarro, NTT Data, Motherson, Wipro, Accenture, TCS, Amber, Capgemini",No data found,"Particulars, Placements Statistics 2022"
905,Madhyanchal Professional University - [MPU],No data found,No data found,No data found,No data found
906,Yenepoya Institute of Technology - [YIT],No data found,No data found,No data found,No data found
907,Sapkal Knowledge Hub - [SKH],No data found,No data found,No data found,No data found
908,International School of Engineering - [INSOFE],No data found,No data found,No data found,No data found
909,Shikshapeeth College of Management and Technology - [SCMT],No data found,No data found,No data found,No data found
910,Thakur Institute of Aviation Technology - [TIAT],No data found,No data found,No data found,No data found
911,BFIT Group of Institutions - [BFIT],No data found,No data found,No data found,No data found
912,"AVN Institute of Engineering and Technology - [AVNIET], Ibrahimpatnam",No data found,No data found,No data found,No data found
913,Amrita Sai Institute of Science and Technology - [ASIST],No data found,No data found,No data found,No data found
914,Arya College of Engineering,No data found,No data found,No data found,No data found
915,Bahubali College of Engineering - [BCE],No data found,No data found,No data found,No data found
916,Bearys Institute of Technology-[BIT],No data found,No data found,No data found,No data found
917,Bharat Institute of Technology - [BIT],No data found,No data found,No data found,No data found
918,Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai,No data found,No data found,No data found,No data found
919,Christ College of Engineering and Technology,No data found,No data found,No data found,No data found
920,Coorg Institute of Technology - [CIT],No data found,No data found,No data found,No data found
921,Dr. Sivanthi Aditanar College of engineering - [SACOE],No data found,No data found,No data found,No data found
922,G. Pullaiah College of Engineering and Technology - [GPCET],No data found,No data found,No data found,No data found
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],Total Recruiters,-,105,"Batch, Placement Statistics 2023, Placement Statistics 2022"
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],Total Offers,710,733,"Batch, Placement Statistics 2023, Placement Statistics 2022"
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],Total Dream Offers (Above INR 6.5 LPA),183,132,"Batch, Placement Statistics 2023, Placement Statistics 2022"
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],Total Offers Above INR 7 LPA,-,143,"Batch, Placement Statistics 2023, Placement Statistics 2022"
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],Total Offers Above INR 10 LPA,-,52,"Batch, Placement Statistics 2023, Placement Statistics 2022"
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],Total Super Dream Offers (Above INR 15 LPA),18,11,"Batch, Placement Statistics 2023, Placement Statistics 2022"
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],Highest CTC,INR 20 LPA,INR 21.4 LPA,"Batch, Placement Statistics 2023, Placement Statistics 2022"
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],Top Recruiters,"Samsung R&D, HPE R&D, Lam Research, Trellix, Dell Technologies, etc.","Amazon, Samsung Semiconductor, Lowe’s India, Lululemon, etc.","Batch, Placement Statistics 2023, Placement Statistics 2022"
924,Genba Sopanrao Moze College of Engineering Balewadi,No data found,No data found,No data found,No data found
925,Guru Nanak Dev Engineering College - [GNDEC ],No data found,No data found,No data found,No data found
926,Haryana Engineering College - [HEC],No data found,No data found,No data found,No data found
927,Holy Mary Institute of Technology and Science -[HITS],No data found,No data found,No data found,No data found
928,ITS Engineering College,Highest Package,INR 42 LPA,INR 42 LPA,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
928,ITS Engineering College,No. of Offers,142,386,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
928,ITS Engineering College,No. of Companies Visited,111,327,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
928,ITS Engineering College,Placement Percentage,80%,-,"Particulars, Placements Statistics 2023, Placements Statistics 2022"
928,ITS Engineering College,Top Recruiters,"Linked In, Infosys, Paytm, TCS, HCL, VMware, BYJU’s, Amazon. PUMA, Wipro, Naukri.com etc","Goldman Sachs, unthinkable, Wipro, Tata Consultancy Services, Cognizant, BYJUs, Intellipaat etc.","Particulars, Placements Statistics 2023, Placements Statistics 2022"
929,ILM College of Engineering and Technology - [ILMCET],No data found,No data found,No data found,No data found
930,Indira College of Engineering & Management - [ICEM],No data found,No data found,No data found,No data found
931,Indra Ganesan College of Engineering - [IGCENG],No data found,No data found,No data found,No data found
932,K Ramakrishnan College of Technology - [KRCT],No data found,No data found,No data found,No data found
933,Kalam Institute of Technology - [KIT],No data found,No data found,No data found,No data found
934,Kandula Sreenivasa Reddy Memorial College of Engineering - [KSRMCE],No data found,No data found,No data found,No data found
935,Karavali Institute of Technology - [KIT],No data found,No data found,No data found,No data found
936,L.B.S. College of Engineering - [LBSCEK],No data found,No data found,No data found,No data found
937,Latha Mathavan Engineering College - [LMEC],No data found,No data found,No data found,No data found
938,Manipur Institute of Technology - [MIT],No data found,No data found,No data found,No data found
939,Modern Institute of Technology and Research Centre -[MITRC],No data found,No data found,No data found,No data found
940,Mohandas College of Engineering and Technology - [MCET],No data found,No data found,No data found,No data found
941,Narayana Engineering College - [NEC],No data found,No data found,No data found,No data found
942,Netaji Subhash Engineering College - [NSEC],No data found,No data found,No data found,No data found
943,R.M.K. College of Engineering and Technology - [RMKCET],No data found,No data found,No data found,No data found
944,RITEE Group of Institutions,No data found,No data found,No data found,No data found
945,Rustamji Institute of Technology - [RJIT],No data found,No data found,No data found,No data found
946,SRK Institute of Technology,No data found,No data found,No data found,No data found
947,SS College of Engineering,No data found,No data found,No data found,No data found
948,Shaheed Udham Singh Engineering College - [SUSEC],No data found,No data found,No data found,No data found
949,Santhiram Engineering College Nandyal - [SREC],No data found,No data found,No data found,No data found
950,Shambhunath Institute of Engineering and Technology - [SIET],No data found,No data found,No data found,No data found
951,Shri Shankaracharya Institute of Professional Management and Technology - [SSIPMT],No data found,No data found,No data found,No data found
952,Siddhant College of Engineering - [SCOE] Sudumbare,No data found,No data found,No data found,No data found
953,Sipna's College of Engineering and Technology,No data found,No data found,No data found,No data found
954,Skyline Institute of Engineering and Technology - [SIET],No data found,No data found,No data found,No data found
955,Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,No data found,No data found,No data found,No data found
956,Smt. Indira Gandhi College of Engineering - [SIGCE],No data found,No data found,No data found,No data found
957,SR University - [SRU],No data found,No data found,No data found,No data found
958,Sree Chaitanya College of Engineering - [SCCE],No data found,No data found,No data found,No data found
959,Sri Jagadguru Chandrashekaranatha Swamiji Institute of Technology - [SJCIT],No data found,No data found,No data found,No data found
960,Sri Muthukumaran Institute of Technology - [SMIT],No data found,No data found,No data found,No data found
961,Srinivasa Ramanujan Institute of Technology - [SRIT],Participating Companies,45,47,"Particulars, Placement Statistics 2023-2024, Placement Statistics 2022- 2023"
961,Srinivasa Ramanujan Institute of Technology - [SRIT],Total Students Registered,600,81,"Particulars, Placement Statistics 2023-2024, Placement Statistics 2022- 2023"
961,Srinivasa Ramanujan Institute of Technology - [SRIT],Students Placed,529,317,"Particulars, Placement Statistics 2023-2024, Placement Statistics 2022- 2023"
961,Srinivasa Ramanujan Institute of Technology - [SRIT],Highest CTC,INR 9 LPA,INR 11.77 LPA,"Particulars, Placement Statistics 2023-2024, Placement Statistics 2022- 2023"
961,Srinivasa Ramanujan Institute of Technology - [SRIT],Top Recruiters,"Pilog India Pvt/ Ltd, Cape Electric, Synetic Systems, INDO-MIM, The India Cements Ltd, Wilco Source Systems, Accenture, etc","Tech Mahindra, CTS, Cloud Kinetics, TCS, Hexaware","Particulars, Placement Statistics 2023-2024, Placement Statistics 2022- 2023"
961,Srinivasa Ramanujan Institute of Technology - [SRIT],Job Profiles Offered,"Trainee Material Engineer, Software Engineer, Area Relationship Executive, Trainee Software Engineer, Engineer- Trainee, etc","Software Engineer- Developer, Graduate Engineer Trainee, Associate Software Engineer, Programmer Analyst, etc","Particulars, Placement Statistics 2023-2024, Placement Statistics 2022- 2023"
962,St. Joseph's College of Engineering and Technology - [SJCET] Palai,No data found,No data found,No data found,No data found
963,T.J.S. Engineering College,No data found,No data found,No data found,No data found
964,SRM TRP Engineering College,No data found,No data found,No data found,No data found
965,Global Institute of Technology and Management - [GITM],No data found,No data found,No data found,No data found
966,United Institute of Technology - [UIT],No data found,No data found,No data found,No data found
967,Chhatrapati Shivaji Institute of Technology - [CSIT],No data found,No data found,No data found,No data found
968,Panipat Institute of Engineering & Technology - [PIET],No data found,No data found,No data found,No data found
969,Sanskar Educational Group - [SEG],6Wresearch,INR 4.2 LPA,"B.TECH(All Branch),MBA(All Branch)","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Adepita Inc,INR 3.6 LPA,"B.TECH(CSE),BCA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Aerolith Business Pvt. Ltd.,INR 3.8 LPA,"BBA,BCA,MBA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Affinitive Technologies,INR 3 LPA,B.TECH(CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Agami Technologies Pvt. Ltd.,INR 2.6 LPA,B.TECH (CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Amaryllis Alliance Pvt. Ltd.,INR 6.2 LPA,BBA & MBA,"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Aryson Technologies,INR 3 LPA,B.TECH (All Branches) & BCA,"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Bajaj Capital Ltd.,INR 3 LPA,"B.TECH (All Branch) , BCA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Bajaj Capital Ltd.,INR 2.8 LPA,"B.TECH(All Branch) , BCA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Befilkr.in,INR 5 LPA,BBA & MBA,"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Beryl System Pvt. Ltd.,INR 3.6 LPA,B.TECH (CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Big Oh Notation Pvt. Ltd.,INR 4.5-5.2 LPA,"B.TECH(CSE),BCA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Blue Apple Technologies Pvt. Ltd.,INR 2.2 LPA,B.TECH (CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],British Telecom,INR 2.4 LPA,B.TECH (ECE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Centilytics,INR 2.4 LPA,"B.TECH(All Branch), BBA,BCA,MBA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Cloud Analogy,INR 3.5 LPA,B.TECH(CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Cloud Centric Infotech Pvt. Ltd.,INR 3.6 LPA,B.TECH(CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Codewraps Pvt. Ltd.,INR 4.2 LPA,B.TECH(CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Cogniscient Business Solution Pvt. Ltd.,INR 4.8 LPA,B.TECH (CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Densenium,INR 4 LPA,BCA,"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Drabito Technologies Pvt. Ltd.,INR 2.8 LPA,"B.TECH(CSE),BCA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Drishti IAS,INR 3.4 LPA,MBA(All Branch),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Dyson,INR 4.2 LPA,MBA,"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Ennovation Techserv Pvt. Ltd.,INR 4.2 LPA,B.TECH(CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Eveez Pvt. Ltd.,INR 3.5 LPA,B.TECH(CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Evelyn Learning System Pvt. Ltd.,INR 5.4 LPA,B.TECH (All Branches) & BCA & BCA,"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Extramarks Education Pvt. Ltd.,INR 4 LPA,"BBA , BCA, B.TECH(All Bracnhes)","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],FUNDreamaz Global Marketing Pvt. Ltd.,INR 7 LPA,BBA & MBA,"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Global Audio TEXt Solution Pvt. Ltd.,INR 4.2 LPA,"B.TECH(ECE), BBA, MBA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Grapecity India Pvt. Ltd.,INR 7.2 LPA,B.TECH (CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Grapecity India Pvt. Ltd.,INR 5-6 LPA,B.TECH (All Branch),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Grapus Pvt. Ltd.,INR 5.5 LPA,"B.TECH(CSE),BCA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Impledge Technologies,INR 5.5 LPA,"B.TECH(CSE), (ME)","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],India Mart,INR 5.5 LPA,"MBA,B.TECH(All Branch)","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Info Edge India Ltd.,INR 4.2 LPA,MBA,"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Jaro Education,INR 4.2 LPA,"BBA , BCA, B.TECH(All Bracnhes)","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Just Dial,INR 4.2 LPA,B.TECH(CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Keyideas Infotech (P) Ltd.,INR 5 LPA,BBA & MBA,"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],KMG IT Services Pvt. Ltd.,INR 6 LPA,B.TECH (CSE),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Krishna Maruti Ltd.,INR 3 LPA,Polytechnic (ME),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Mansukh Group,INR 4.8 LPA,MBA,"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Master Capital Service Limited,INR 3.5 LPA,"B.TECH(CSE),MBA,BBA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Maxtra Technologies Pvt. Ltd.,INR 3.4 LPA,B.TECH(All Branch),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Micromatic Grinding Technologies Ltd.,INR 2.4 LPA,Polytechnic (ME),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Mobilioitte Technologies India Pvt. Ltd.,INR 2.8 LPA,"B.TECH(CSE),BCA","Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Nettechnocrats IT Services Pvt. Ltd.,INR 5.2 LPA,B.TECH(All Branch),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],NTT Data,INR 2.2 LPA,B.TECH (All Branch),"Company Name, Package Offered, Branches Eligible"
969,Sanskar Educational Group - [SEG],Paisa Bazar,INR 4.2 LPA,B.TECH(CSE),"Company Name, Package Offered, Branches Eligible"
