Serial No.,College Name,Ranking Agency,Year,Rank
768,Lendi Institute of Engineering and Technology,B.Tech,2021 Ranking,#118|  out of 196 in  |India 2021|#8th in Andhra Pradesh
769,M.A.M College of Engineering - [MAMCE],No data found,No data found,No data found
770,Marri Laxman Reddy Institute of Technology & Management - [MLRITM],B.Tech,2024 Ranking,#199|  out of 245 in  |India 2024|#26th in Hyderabad
770,Marri Laxman Reddy Institute of Technology & Management - [MLRITM],B.Tech,2022 Ranking,#151|  out of 216 in  |India 2022|#16th in Hyderabad
770,Marri Laxman Reddy Institute of Technology & Management - [MLRITM],B.Tech,2020 Ranking,#154|  out of 191 in  |India 2020|#17th in Hyderabad
771,Maharaja Institute of Technology - [MIT],No data found,No data found,No data found
772,Maharana Pratap Engineering College - [MPEC],No data found,No data found,No data found
773,Malla Reddy College of Engineering and Technology- [MRCET],B.Tech,2024 Ranking,#155|  out of 284 in  |India 2024|#13th in Hyderabad
773,Malla Reddy College of Engineering and Technology- [MRCET],B.Tech,2022 Ranking,#109|  out of 238 in  |India 2022
773,Malla Reddy College of Engineering and Technology- [MRCET],B.Tech,2021 Ranking,#78|  out of 218 in  |India 2021
774,Malla Reddy Institute of Technology - [MRIT],No data found,No data found,No data found
775,Mallabhum Institute of Technology - [MIT],No data found,No data found,No data found
776,Malwa Institute of Science and Technology - [MIST],No data found,No data found,No data found
777,Mewat Engineering College - [MECW],No data found,No data found,No data found
778,Nagpur Institute of Technology - [NIT],No data found,No data found,No data found
779,P.B. College of Engineering - [PBCE],No data found,No data found,No data found
780,Progressive Education Society's Modern College of Engineering - [MCOE],B.Tech,2024 Ranking,#78|  out of 173 in  |India 2024
780,Progressive Education Society's Modern College of Engineering - [MCOE],B.Tech,2023 Ranking,#79|  out of 166 in  |India 2023
780,Progressive Education Society's Modern College of Engineering - [MCOE],B.Tech,2022 Ranking,#40|  out of 173 in  |India 2022
781,Raghu Institute of Technology - [RIT],No data found,No data found,No data found
782,Rajiv Gandhi College of Engineering and Technology,No data found,No data found,No data found
783,Reva Institute of Technology and Management - [RITM],No data found,No data found,No data found
784,SKP Engineering College,B.Tech,2024 Ranking,#316|  out of 355 in  |Tamil Nadu 2024
785,"Scient Institute of Technology, Ibrahimpatnam",No data found,No data found,No data found
786,Shree Swami Atmanand Saraswati Institute of Technology - [SSASIT],No data found,No data found,No data found
787,St Xaviers Catholic College of Engineering - [SXCCE],B.Tech,2024 Ranking,#81|  out of 355 in  |Tamil Nadu 2024
788,Surya Engineering College,B.Tech,2024 Ranking,#307|  out of 355 in  |Tamil Nadu 2024
789,T John Institute of Technology - [TJIT],Overall,2024 Ranking,-
789,T John Institute of Technology - [TJIT],Overall,2023 Ranking,#229|  out of 281 in  |India 2023|#14th in Bangalore
789,T John Institute of Technology - [TJIT],Overall,2022 Ranking,-
789,T John Institute of Technology - [TJIT],Computer Applications,2024 Ranking,#73|  out of 167 in  |India 2024|#14th in Bangalore
789,T John Institute of Technology - [TJIT],Computer Applications,2023 Ranking,-
789,T John Institute of Technology - [TJIT],Computer Applications,2022 Ranking,-
789,T John Institute of Technology - [TJIT],B.Tech,2024 Ranking,#232|  out of 284 in  |India 2024|#16th in Bangalore
789,T John Institute of Technology - [TJIT],B.Tech,2023 Ranking,#196|  out of 246 in  |India 2023
789,T John Institute of Technology - [TJIT],B.Tech,2022 Ranking,#191|  out of 238 in  |India 2022
789,T John Institute of Technology - [TJIT],MBA,2024 Ranking,#250|  out of 275 in  |India 2024
789,T John Institute of Technology - [TJIT],MBA,2023 Ranking,-
789,T John Institute of Technology - [TJIT],MBA,2022 Ranking,#261|  out of 281 in  |India 2022
789,T John Institute of Technology - [TJIT],BBA/BMS,2024 Ranking,#94|  out of 211 in  |India 2024|#22nd in Bangalore
789,T John Institute of Technology - [TJIT],BBA/BMS,2023 Ranking,-
789,T John Institute of Technology - [TJIT],BBA/BMS,2022 Ranking,#82|  out of 182 in  |India 2022|#18th in Karnataka
790,Technocrats Institute of Technology - [TIT],B.Tech,2024 Ranking,#93|  out of 245 in  |India 2024|#3rd in Madhya Pradesh
790,Technocrats Institute of Technology - [TIT],B.Tech,2023 Ranking,#125|  out of 131 in  |India 2023|#3rd in Madhya Pradesh
790,Technocrats Institute of Technology - [TIT],B.Tech,2022 Ranking,#106|  out of 216 in  |India 2022|#3rd in Madhya Pradesh
791,Teegala Krishna Reddy Engineering College,Overall,2024 Ranking,-
791,Teegala Krishna Reddy Engineering College,Overall,2023 Ranking,#264|  out of 281 in  |India 2023|#30th in Hyderabad
791,Teegala Krishna Reddy Engineering College,B.Tech,2024 Ranking,#255|  out of 284 in  |India 2024|#29th in Hyderabad
791,Teegala Krishna Reddy Engineering College,B.Tech,2023 Ranking,#230|  out of 246 in  |India 2023
792,Toc H Institute of Science and Technology - [TIST],Overall,2023 Ranking,#151|  out of 312 in  |India 2023|#3rd in Kerala
793,Walchand Institute of Technology - [WIT],Overall,2024 Ranking,-
793,Walchand Institute of Technology - [WIT],Overall,2023 Ranking,#134|  out of 281 in  |India 2023|#22nd in Maharashtra
793,Walchand Institute of Technology - [WIT],Overall,2022 Ranking,-
793,Walchand Institute of Technology - [WIT],B.Tech,2024 Ranking,#125|  out of 284 in  |India 2024|#21st in Maharashtra
793,Walchand Institute of Technology - [WIT],B.Tech,2023 Ranking,#103|  out of 246 in  |India 2023
793,Walchand Institute of Technology - [WIT],B.Tech,2022 Ranking,#110|  out of 238 in  |India 2022
794,Truba College of Science and Technology - [TCST],No data found,No data found,No data found
795,Jain College of Engineering - [JCE],B.Tech,2022 Ranking,#149|  out of 173 in  |India 2022
796,M.A.M. College of Engineering and Technology - [MAMCET],B.Tech,2024 Ranking,#179|  out of 355 in  |Tamil Nadu 2024
797,Velammal College of Engineering and Technology - [VCET],B.Tech,2024 Ranking,#90|  out of 175 in  |India 2024|#16th in Tamil Nadu
798,Vignan Institute of Technology And Management,No data found,No data found,No data found
799,Mangalmay Institute of Engineering and Technology - [MIET],No data found,No data found,No data found
800,Jansons Institute of Technology - [JIT],Overall,2023 Ranking,#151|  out of 312 in  |India 2023|#6th in Tamil Nadu
801,United Institute of Technology - [UIT],B.Tech,2024 Ranking,#231|  out of 355 in  |Tamil Nadu 2024
802,Vidya Academy of Science and Technology - [VAST],No data found,No data found,No data found
803,Viswajyothi College of Engineering and Technology - [VJCET],No data found,No data found,No data found
804,ICFAI Foundation for Higher Education - [IFHE],Overall,2024 Ranking,#11|  out of 73 in  |India 2024
804,ICFAI Foundation for Higher Education - [IFHE],Overall,2023 Ranking,#11|  out of 69 in  |India 2023
804,ICFAI Foundation for Higher Education - [IFHE],Overall,2022 Ranking,#10|  out of 62 in  |India 2022
805,ICFAI University,Overall,2024 Ranking,#60|  out of 160 in  |India 2024
805,ICFAI University,Overall,2023 Ranking,#88|  out of 171 in  |India 2023
805,ICFAI University,Overall,2022 Ranking,#73|  out of 161 in  |India 2022
806,AP Goyal Shimla University,Overall,2024 Ranking,#133|  out of 160 in  |India 2024
806,AP Goyal Shimla University,Overall,2023 Ranking,#136|  out of 171 in  |India 2023
806,AP Goyal Shimla University,Overall,2022 Ranking,#118|  out of 161 in  |India 2022
807,Mohammad Ali Jauhar University,Overall,2023 Ranking,#108|  out of 171 in  |India 2023
807,Mohammad Ali Jauhar University,Overall,2022 Ranking,#80|  out of 161 in  |India 2022
808,PCTE Group of Institutes,Overall,2024 Ranking,-
808,PCTE Group of Institutes,Overall,2022 Ranking,-
808,PCTE Group of Institutes,Overall,2021 Ranking,#64|  out of 178 in  |India 2021|#11th in Punjab
808,PCTE Group of Institutes,Hotel Management,2024 Ranking,#63|  out of 76 in  |India 2024|#3rd in Punjab
808,PCTE Group of Institutes,Hotel Management,2022 Ranking,-
808,PCTE Group of Institutes,Hotel Management,2021 Ranking,-
808,PCTE Group of Institutes,BBA/BMS,2024 Ranking,#57|  out of 211 in  |India 2024|#5th in Punjab
808,PCTE Group of Institutes,BBA/BMS,2022 Ranking,#64|  out of 182 in  |India 2022|#4th in Punjab
808,PCTE Group of Institutes,BBA/BMS,2021 Ranking,#64|  out of 178 in  |India 2021
809,Dayananda Sagar Institutions - [DSI],Architecture,2021 Ranking,#31|  out of 43 in  |India 2021|#3rd in Bangalore
809,Dayananda Sagar Institutions - [DSI],Architecture,2020 Ranking,#25|  out of 30 in  |India 2020|#3rd in Bangalore
809,Dayananda Sagar Institutions - [DSI],Architecture,2019 Ranking,#26|  out of 29 in  |India 2019
810,Bangalore Technological Institute - [BTI],No data found,No data found,No data found
811,A. C. Patil College of Engineering - [ACPCE],B.Tech,2023 Ranking,#57|  out of 170 in  |India 2023|#14th in Maharashtra
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,B.Tech,2024 Ranking,#171|  out of 173 in  |India 2024
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,B.Tech,2023 Ranking,#166|  out of 166 in  |India 2023
813,PPG Institute of Technology - [PPGIT],B.Tech,2024 Ranking,#255|  out of 355 in  |Tamil Nadu 2024
814,Vadodara Institute of Engineering,No data found,No data found,No data found
815,JD College of Engineering and Management,B.Tech,2024 Ranking,#215|  out of 245 in  |India 2024|#29th in Maharashtra
815,JD College of Engineering and Management,B.Tech,2022 Ranking,#210|  out of 216 in  |India 2022|#23rd in Maharashtra
815,JD College of Engineering and Management,B.Tech,2020 Ranking,#170|  out of 191 in  |India 2020|#20th in Maharashtra
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],B.Tech,2024 Ranking,#67|  out of 175 in  |India 2024|#18th in Maharashtra
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],B.Tech,2022 Ranking,#93|  out of 200 in  |India 2022|#25th in Maharashtra
817,Apex Professional University - [APU],Overall,2024 Ranking,#121|  out of 160 in  |India 2024
817,Apex Professional University - [APU],Overall,2023 Ranking,#127|  out of 171 in  |India 2023
817,Apex Professional University - [APU],Overall,2022 Ranking,#109|  out of 161 in  |India 2022
818,Haridwar University,B.Tech,2024 Ranking,#175|  out of 284 in  |India 2024|#6th in Uttarakhand
818,Haridwar University,B.Tech,2023 Ranking,#145|  out of 246 in  |India 2023
818,Haridwar University,B.Tech,2022 Ranking,#153|  out of 238 in  |India 2022
819,Providence College of Engineering,No data found,No data found,No data found
820,Dr. NGP Institute of Technology,Overall,2023 Ranking,#248|  out of 281 in  |India 2023|#37th in Tamil Nadu
820,Dr. NGP Institute of Technology,Overall,2022 Ranking,-
820,Dr. NGP Institute of Technology,Overall,2021 Ranking,-
820,Dr. NGP Institute of Technology,B.Tech,2023 Ranking,#214|  out of 246 in  |India 2023
820,Dr. NGP Institute of Technology,B.Tech,2022 Ranking,#227|  out of 238 in  |India 2022
820,Dr. NGP Institute of Technology,B.Tech,2021 Ranking,#198|  out of 218 in  |India 2021
821,Gwalior Engineering College - [GEC],No data found,No data found,No data found
822,United Group of Institutions - [UGI],B.Tech,2023 Ranking,#73|  out of 170 in  |India 2023|#9th in Uttar Pradesh
823,Sarvepalli Radhakrishnan University - [SRK],Overall,2024 Ranking,#157|  out of 160 in  |India 2024
823,Sarvepalli Radhakrishnan University - [SRK],Overall,2023 Ranking,#164|  out of 171 in  |India 2023
823,Sarvepalli Radhakrishnan University - [SRK],Overall,2022 Ranking,#149|  out of 161 in  |India 2022
824,Ajeenkya DY Patil University - [ADYPU],B.Tech,2024 Ranking,#164|  out of 284 in  |India 2024|#14th in Pune
825,H.V.P.Mandal's College of Engineering & Technology,No data found,No data found,No data found
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]",No data found,No data found,No data found
827,IAMR Group of Institutions - [IAMR],No data found,No data found,No data found
828,Amritsar Group of Colleges - [AGC],No data found,No data found,No data found
829,Gokul Global University - [GGU],No data found,No data found,No data found
830,Jawahar Engineering College,No data found,No data found,No data found
831,World College of Technology and Management - [WCTM],B.Tech,2024 Ranking,#56|  out of 175 in  |India 2024|#4th in Haryana
831,World College of Technology and Management - [WCTM],B.Tech,2023 Ranking,#62|  out of 170 in  |India 2023|#3rd in Haryana
831,World College of Technology and Management - [WCTM],B.Tech,2022 Ranking,#75|  out of 200 in  |India 2022|#4th in Haryana
831,World College of Technology and Management - [WCTM],BBA/BMS,2024 Ranking,#29|  out of 70 in  |India 2024|#3rd in Haryana
831,World College of Technology and Management - [WCTM],BBA/BMS,2023 Ranking,#39|  out of 70 in  |India 2023
831,World College of Technology and Management - [WCTM],BBA/BMS,2022 Ranking,#62|  out of 70 in  |India 2022
832,Adhi College of Engineering and Technology - [ACET],B.Tech,2024 Ranking,#74|  out of 355 in  |Tamil Nadu 2024
833,Adichunchanagiri Institute of Technology- [AIT],No data found,No data found,No data found
834,Aligarh College of Engineering and Technology - [ACET],No data found,No data found,No data found
835,Allenhouse Institute of Technology,B.Tech,2024 Ranking,#163|  out of 175 in  |India 2024|#16th in Uttar Pradesh
835,Allenhouse Institute of Technology,B.Tech,2023 Ranking,#162|  out of 170 in  |India 2023|#19th in Uttar Pradesh
835,Allenhouse Institute of Technology,B.Tech,2022 Ranking,#96|  out of 200 in  |India 2022|#8th in Uttar Pradesh
836,Amrita School of Engineering - [ASE],No data found,No data found,No data found
837,Anjalai Ammal Mahalingam Engineering College - [AAMEC],B.Tech,2024 Ranking,#73|  out of 355 in  |Tamil Nadu 2024
838,CSI College of Engineering - [CSICE],B.Tech,2024 Ranking,#236|  out of 355 in  |Tamil Nadu 2024
839,Channabasaveshwara Institute of Technology - [CIT],B.Tech,2024 Ranking,#52|  out of 173 in  |India 2024
839,Channabasaveshwara Institute of Technology - [CIT],B.Tech,2023 Ranking,#51|  out of 166 in  |India 2023
839,Channabasaveshwara Institute of Technology - [CIT],B.Tech,2022 Ranking,#49|  out of 173 in  |India 2022
840,Chirala Engineering College - [CEC],No data found,No data found,No data found
841,EASA College of Engineering and Technology - [ECET],B.Tech,2024 Ranking,#324|  out of 355 in  |Tamil Nadu 2024
842,GM University,B.Tech,2022 Ranking,#200|  out of 238 in  |India 2022
843,Gates Institute of Technology-[GIT],No data found,No data found,No data found
844,Geeta Engineering College - [GEC],No data found,No data found,No data found
845,Gharda Institute of Technology-[GIT],B.Tech,2019 Ranking,#129|  out of 147 in  |India 2019|#26th in Maharashtra
846,Hooghly Engineering and Technology College - [HETC],No data found,No data found,No data found
847,Institute of Engineering & Technology,No data found,No data found,No data found
848,Info Institute of Engineering - [IIE],B.Tech,2024 Ranking,#284|  out of 355 in  |Tamil Nadu 2024
849,Jawaharlal Nehru National College of Engineering - [JNNCE],Overall,2024 Ranking,-
849,Jawaharlal Nehru National College of Engineering - [JNNCE],Overall,2023 Ranking,#78|  out of 281 in  |India 2023|#11th in Karnataka
849,Jawaharlal Nehru National College of Engineering - [JNNCE],Overall,2022 Ranking,-
849,Jawaharlal Nehru National College of Engineering - [JNNCE],B.Tech,2024 Ranking,#74|  out of 284 in  |India 2024|#12th in Karnataka
849,Jawaharlal Nehru National College of Engineering - [JNNCE],B.Tech,2023 Ranking,#48|  out of 246 in  |India 2023
849,Jawaharlal Nehru National College of Engineering - [JNNCE],B.Tech,2022 Ranking,#52|  out of 238 in  |India 2022
849,Jawaharlal Nehru National College of Engineering - [JNNCE],MBA,2024 Ranking,#221|  out of 275 in  |India 2024
849,Jawaharlal Nehru National College of Engineering - [JNNCE],MBA,2023 Ranking,#231|  out of 272 in  |India 2023|#26th in Karnataka
849,Jawaharlal Nehru National College of Engineering - [JNNCE],MBA,2022 Ranking,-
850,KMEA Engineering College - [KMEA EC],No data found,No data found,No data found
851,Kalpataru Institute of Technology - [KIT],No data found,No data found,No data found
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],B.Tech,2024 Ranking,#244|  out of 355 in  |Tamil Nadu 2024
853,Konkan Gyanpeeth College of Engineering - [KGCE],No data found,No data found,No data found
854,Krupajal Engineering College - [KEC],Overall,2023 Ranking,#136|  out of 281 in  |India 2023|#1st in Odisha
854,Krupajal Engineering College - [KEC],Overall,2021 Ranking,-
854,Krupajal Engineering College - [KEC],Overall,2020 Ranking,-
854,Krupajal Engineering College - [KEC],B.Tech,2023 Ranking,#105|  out of 246 in  |India 2023
854,Krupajal Engineering College - [KEC],B.Tech,2021 Ranking,#108|  out of 218 in  |India 2021
854,Krupajal Engineering College - [KEC],B.Tech,2020 Ranking,#152|  out of 254 in  |India 2020|#4th in Odisha
854,Krupajal Engineering College - [KEC],MBA,2023 Ranking,-
854,Krupajal Engineering College - [KEC],MBA,2021 Ranking,-
854,Krupajal Engineering College - [KEC],MBA,2020 Ranking,#222|  out of 292 in  |India 2020|#7th in Odisha
855,LDRP Institute of Technology and Research - [LDRPITR],No data found,No data found,No data found
856,L.J. Institute of Engineering and Technology - [LJIET],B.Tech,2021 Ranking,#159|  out of 196 in  |India 2021|#4th in Ahmedabad
857,Malwa Institute of Technology - [MIT],No data found,No data found,No data found
858,Mangalore Institute of Technology and Engineering - [MITE],Overall,2023 Ranking,#151|  out of 312 in  |India 2023|#5th in Karnataka
859,Modern Education Society's Wadia College of Engineering - [MESWCOE],No data found,No data found,No data found
860,Modern Institute of Engineering and Technology - [MIET],No data found,No data found,No data found
861,Neotia Institute of Technology Management and Science - [NITMAS],No data found,No data found,No data found
862,Prakasam Engineering College - [PEC],No data found,No data found,No data found
863,Prince Shri Venkateshwara Padmavathy Engineering College - [PSVPEC],B.Tech,2024 Ranking,#201-300|  out of 300 in  |India 2024|#10th in Chennai
864,QIS College of Engineering and Technology - [QISCET],B.Tech,2024 Ranking,#201-300|  out of 300 in  |India 2024|#7th in Andhra Pradesh
864,QIS College of Engineering and Technology - [QISCET],B.Tech,2022 Ranking,#251-300|  out of 300 in  |India 2022|#11th in Andhra Pradesh
865,RK College of Engineering - [RKCE],No data found,No data found,No data found
866,Rajiv Gandhi Institute of Technology - [RGIT],No data found,No data found,No data found
867,SVS College of Engineering - [SVSCE],No data found,No data found,No data found
868,Sasi Institute of Technology & Engineering - [SITE],B.Tech,2022 Ranking,#157|  out of 200 in  |India 2022|#11th in Andhra Pradesh
869,Shivajirao S Jondhale College of Engineering - [SSJCE],No data found,No data found,No data found
870,Shree Devi Institute of Technology - [SDIT],No data found,No data found,No data found
871,Sinhgad Academy of Engineering - [SAE] Kondhawa,No data found,No data found,No data found
872,Sir Visvesvaraya Institute Of Technology - [SVIT] Chincholi,No data found,No data found,No data found
873,Sree Dattha Institute of Engineering and Science - [SDES],B.Tech,2024 Ranking,#130|  out of 175 in  |India 2024|#13th in Telangana
873,Sree Dattha Institute of Engineering and Science - [SDES],B.Tech,2023 Ranking,#112|  out of 170 in  |India 2023|#14th in Telangana
874,Sri Vijaya Vittala Institute of Technology- [VVIT],No data found,No data found,No data found
875,St Joseph Engineering College - [SJEC],B.Tech,2024 Ranking,#118|  out of 175 in  |India 2024|#20th in Karnataka
876,Swami Vivekanand College of Engineering - [SVCE],No data found,No data found,No data found
877,Syed Ammal Engineering college,B.Tech,2024 Ranking,#140|  out of 355 in  |Tamil Nadu 2024
878,Tripura Institute of Technology,No data found,No data found,No data found
879,Yagyavalkya Institute of Technology - [YIT],No data found,No data found,No data found
880,Gojan School of Business and Technology - [GSBT],MBA,2025 Ranking,#138|  out of 200 in  |India 2025
880,Gojan School of Business and Technology - [GSBT],MBA,2024 Ranking,#142|  out of 200 in  |India 2024
880,Gojan School of Business and Technology - [GSBT],MBA,2023 Ranking,#145|  out of 200 in  |India 2023
881,CMR Institute of Technology - [CMRIT],Overall,2024 Ranking,-
881,CMR Institute of Technology - [CMRIT],Overall,2023 Ranking,#175|  out of 281 in  |India 2023|#19th in Hyderabad
881,CMR Institute of Technology - [CMRIT],Overall,2022 Ranking,-
881,CMR Institute of Technology - [CMRIT],B.Tech,2024 Ranking,#163|  out of 284 in  |India 2024|#17th in Hyderabad
881,CMR Institute of Technology - [CMRIT],B.Tech,2023 Ranking,#143|  out of 246 in  |India 2023
881,CMR Institute of Technology - [CMRIT],B.Tech,2022 Ranking,#136|  out of 238 in  |India 2022
882,PET Engineering College,B.Tech,2024 Ranking,#212|  out of 355 in  |Tamil Nadu 2024
883,Patel College of Science and Technology - [PCST],No data found,No data found,No data found
884,Usha Mittal Institute of Technology - [UMIT],No data found,No data found,No data found
885,Vaageswari College of Engineering,No data found,No data found,No data found
886,Vishveshwarya Group of Institutions - [VGI],No data found,No data found,No data found
887,NIIT University - [NU],MBA,2022 Ranking,#82|  out of 120 in  |India 2022
887,NIIT University - [NU],MBA,2021 Ranking,#86|  out of 119 in  |India 2021
887,NIIT University - [NU],MBA,2020 Ranking,#126-150|  out of 155 in  |India 2020
888,CT Group of Institutions,No data found,No data found,No data found
889,ABMSP's Anantrao Pawar College of Engineering & Research - [APCOER],No data found,No data found,No data found
890,Institute of Technology & Management - [ITM],No data found,No data found,No data found
891,JCT College of Engineering and Technology,B.Tech,2019 Ranking,#134|  out of 147 in  |India 2019|#20th in Tamil Nadu
892,JIMS Engineering Management Technical Campus- [JEMTEC],Overall,2023 Ranking,-
892,JIMS Engineering Management Technical Campus- [JEMTEC],Overall,2022 Ranking,-
892,JIMS Engineering Management Technical Campus- [JEMTEC],Overall,2021 Ranking,#90|  out of 178 in  |India 2021|#8th in Uttar Pradesh
892,JIMS Engineering Management Technical Campus- [JEMTEC],Computer Applications,2023 Ranking,#54|  out of 170 in  |India 2023|#6th in Uttar Pradesh
892,JIMS Engineering Management Technical Campus- [JEMTEC],Computer Applications,2022 Ranking,#53|  out of 149 in  |India 2022|#6th in Uttar Pradesh
892,JIMS Engineering Management Technical Campus- [JEMTEC],Computer Applications,2021 Ranking,-
892,JIMS Engineering Management Technical Campus- [JEMTEC],B.Tech,2023 Ranking,-
892,JIMS Engineering Management Technical Campus- [JEMTEC],B.Tech,2022 Ranking,#133|  out of 238 in  |India 2022
892,JIMS Engineering Management Technical Campus- [JEMTEC],B.Tech,2021 Ranking,#122|  out of 218 in  |India 2021
892,JIMS Engineering Management Technical Campus- [JEMTEC],BBA/BMS,2023 Ranking,-
892,JIMS Engineering Management Technical Campus- [JEMTEC],BBA/BMS,2022 Ranking,#118|  out of 182 in  |India 2022|#7th in Uttar Pradesh
892,JIMS Engineering Management Technical Campus- [JEMTEC],BBA/BMS,2021 Ranking,#90|  out of 178 in  |India 2021
892,JIMS Engineering Management Technical Campus- [JEMTEC],BCA,2023 Ranking,-
892,JIMS Engineering Management Technical Campus- [JEMTEC],BCA,2022 Ranking,-
892,JIMS Engineering Management Technical Campus- [JEMTEC],BCA,2021 Ranking,#51|  out of 146 in  |India 2021|#8th in Uttar Pradesh
893,Dhanalakshmi Srinivasan College of Engineering - [DSCE],No data found,No data found,No data found
894,Vaigai College of Engineering- [VCE],B.Tech,2024 Ranking,#146|  out of 355 in  |Tamil Nadu 2024
895,Jagannath University,Agriculture,2024 Ranking,#8|  out of 13 in  |India 2024
896,Bhopal Institute of Technology & Science - [BITS],No data found,No data found,No data found
897,St.Mary's Engineering College - [SMEC],B.Tech,2019 Ranking,#114|  out of 147 in  |India 2019|#18th in Hyderabad
898,Maharishi University of Information Technology -[MUIT],No data found,No data found,No data found
899,Meerut Institute of Technology - [MIT],B.Tech,2020 Ranking,#109|  out of 110 in  |India 2020
899,Meerut Institute of Technology - [MIT],B.Tech,2019 Ranking,#148|  out of 150 in  |India 2019|#9th in Uttar Pradesh
900,Institute of Technology and Management - [ITM],No data found,No data found,No data found
901,VSB College of Engineering Technical Campus,B.Tech,2024 Ranking,#95|  out of 355 in  |Tamil Nadu 2024
902,Guru Nanak Institutions Technical Campus - [GNITC],Overall,2024 Ranking,-
902,Guru Nanak Institutions Technical Campus - [GNITC],Overall,2023 Ranking,#137|  out of 281 in  |India 2023|#9th in Hyderabad
902,Guru Nanak Institutions Technical Campus - [GNITC],Overall,2021 Ranking,-
902,Guru Nanak Institutions Technical Campus - [GNITC],B.Tech,2024 Ranking,#129|  out of 284 in  |India 2024|#8th in Hyderabad
902,Guru Nanak Institutions Technical Campus - [GNITC],B.Tech,2023 Ranking,#106|  out of 246 in  |India 2023
902,Guru Nanak Institutions Technical Campus - [GNITC],B.Tech,2021 Ranking,#121|  out of 218 in  |India 2021
903,Bineswar Brahma Engineering College- [BBEC],No data found,No data found,No data found
904,Rawal Institutions,No data found,No data found,No data found
905,Madhyanchal Professional University - [MPU],BCA,2022 Ranking,#96|  out of 100 in  |India 2022|#7th in Madhya Pradesh
905,Madhyanchal Professional University - [MPU],BCA,2022 Ranking,#96|  out of 100 in  |India 2022|#7th in Madhya Pradesh
906,Yenepoya Institute of Technology - [YIT],B.Tech,2023 Ranking,#111|  out of 160 in  |India 2023
907,Sapkal Knowledge Hub - [SKH],No data found,No data found,No data found
908,International School of Engineering - [INSOFE],No data found,No data found,No data found
909,Shikshapeeth College of Management and Technology - [SCMT],No data found,No data found,No data found
910,Thakur Institute of Aviation Technology - [TIAT],No data found,No data found,No data found
911,BFIT Group of Institutions - [BFIT],No data found,No data found,No data found
912,"AVN Institute of Engineering and Technology - [AVNIET], Ibrahimpatnam",B.Tech,2021 Ranking,#137|  out of 196 in  |India 2021|#15th in Hyderabad
913,Amrita Sai Institute of Science and Technology - [ASIST],No data found,No data found,No data found
914,Arya College of Engineering,No data found,No data found,No data found
915,Bahubali College of Engineering - [BCE],No data found,No data found,No data found
916,Bearys Institute of Technology-[BIT],No data found,No data found,No data found
917,Bharat Institute of Technology - [BIT],No data found,No data found,No data found
918,Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai,B.Tech,2024 Ranking,#28|  out of 173 in  |India 2024
918,Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai,B.Tech,2023 Ranking,#31|  out of 166 in  |India 2023
918,Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai,B.Tech,2022 Ranking,#60|  out of 173 in  |India 2022
919,Christ College of Engineering and Technology,No data found,No data found,No data found
920,Coorg Institute of Technology - [CIT],No data found,No data found,No data found
921,Dr. Sivanthi Aditanar College of engineering - [SACOE],B.Tech,2024 Ranking,#129|  out of 355 in  |Tamil Nadu 2024
922,G. Pullaiah College of Engineering and Technology - [GPCET],Overall,2024 Ranking,-
922,G. Pullaiah College of Engineering and Technology - [GPCET],Overall,2023 Ranking,#237|  out of 281 in  |India 2023|#17th in Andhra Pradesh
922,G. Pullaiah College of Engineering and Technology - [GPCET],Overall,2022 Ranking,-
922,G. Pullaiah College of Engineering and Technology - [GPCET],B.Tech,2024 Ranking,#245|  out of 284 in  |India 2024|#18th in Andhra Pradesh
922,G. Pullaiah College of Engineering and Technology - [GPCET],B.Tech,2023 Ranking,#204|  out of 246 in  |India 2023
922,G. Pullaiah College of Engineering and Technology - [GPCET],B.Tech,2022 Ranking,#205|  out of 238 in  |India 2022
922,G. Pullaiah College of Engineering and Technology - [GPCET],MBA,2024 Ranking,-
922,G. Pullaiah College of Engineering and Technology - [GPCET],MBA,2023 Ranking,-
922,G. Pullaiah College of Engineering and Technology - [GPCET],MBA,2022 Ranking,#230|  out of 281 in  |India 2022|#5th in Andhra Pradesh
923,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],Overall,2020 Ranking,#26-50|  out of 50 in  |India 2020
924,Genba Sopanrao Moze College of Engineering Balewadi,No data found,No data found,No data found
925,Guru Nanak Dev Engineering College - [GNDEC ],Overall,2024 Ranking,-
925,Guru Nanak Dev Engineering College - [GNDEC ],Overall,2023 Ranking,#261|  out of 281 in  |India 2023|#24th in Karnataka
925,Guru Nanak Dev Engineering College - [GNDEC ],Commerce,2024 Ranking,#220|  out of 229 in  |India 2024|#29th in Karnataka
925,Guru Nanak Dev Engineering College - [GNDEC ],Commerce,2023 Ranking,#220|  out of 225 in  |India 2023|#27th in Karnataka
